Pathway,Group,EnsemblID,Gene,Mean,SD,Q1,Q3,Ymin,Ymax,N
NHEJ,Cecum,ENSMUSG00000047617,Paxx,6.28887920947634,0.178255149693282,6.17366683203608,6.40686339348721,6.04982735820757,6.49317466293757,5
NHEJ,Cerebellum,ENSMUSG00000022471,Xrcc6,9.27677576662096,0.139219259252926,9.17121736090569,9.38781258244016,9.05513656204087,9.44296050890151,9
NHEJ,Cerebellum,ENSMUSG00000026187,Xrcc5,9.78430888211252,0.117208949206774,9.74937465486276,9.81334102900493,9.6534250936495,9.90929059021818,9
NHEJ,Cerebellum,ENSMUSG00000026162,Nhej1,5.89112763222159,0.427222445811191,5.71736577534045,5.92757513493393,5.40205173595023,6.24288917432415,9
NHEJ,Cerebellum,ENSMUSG00000047617,Paxx,9.38279469379407,0.233092418535206,9.15516294520686,9.46487709017614,9.1307777893615,9.77268730084892,9
NHEJ,Colon,ENSMUSG00000022471,Xrcc6,8.74499051951893,0.20250662258469,8.6660561277904,8.87592346555556,8.46490245514313,8.92108147527853,4
NHEJ,Colon,ENSMUSG00000026187,Xrcc5,8.83125513742375,0.203122950911692,8.69889012109159,8.97718651290171,8.59623842834792,9.03913912820798,4
NHEJ,Colon,ENSMUSG00000026162,Nhej1,6.36955839540895,0.40808506666832,6.21402224846025,6.62539611877504,5.8051586014765,6.73335503650661,4
NHEJ,Colon,ENSMUSG00000047617,Paxx,7.89237630610082,0.113062830433362,7.84733048535917,7.96113726159118,7.73827882581284,7.9990435168914,4
NHEJ,Dorsal skin,ENSMUSG00000022471,Xrcc6,8.93515645425606,0.440604439747131,8.64607593663743,9.21411850555327,8.19048486258455,10.0187522021447,30
NHEJ,Dorsal skin,ENSMUSG00000026187,Xrcc5,9.30654179216403,0.388764723688126,9.02467187209301,9.66916761374065,8.55191670970496,10.0475866625344,30
NHEJ,Dorsal skin,ENSMUSG00000026162,Nhej1,5.92926616449017,0.248267967545217,5.78217666108902,6.0620184156343,5.47436594276847,6.4817810474522,30
NHEJ,Dorsal skin,ENSMUSG00000047617,Paxx,7.56297883321634,0.598332465047233,7.09991454921794,7.97589480980529,6.3572823927434,8.48495275936194,30
NHEJ,Extensor digitorum longus,ENSMUSG00000022471,Xrcc6,10.2020146012067,0.30206746554525,9.92884541343543,10.4004131782208,9.75067089199229,10.6762103610994,15
NHEJ,Extensor digitorum longus,ENSMUSG00000026187,Xrcc5,10.4134566426463,0.246174216770809,10.1923312792736,10.5991988082112,10.0130239713885,10.8159635338976,15
NHEJ,Extensor digitorum longus,ENSMUSG00000026162,Nhej1,7.25626879283288,0.239729084506355,7.14573553931085,7.40928754283311,6.75040753402747,7.65541890424764,15
NHEJ,Extensor digitorum longus,ENSMUSG00000047617,Paxx,7.55501731492344,0.160053228012922,7.51821046410545,7.66805906842761,7.2934375576222,7.7711516596199,15
NHEJ,Eye,ENSMUSG00000022471,Xrcc6,9.81862981459165,0.46564575464051,9.4753447933474,10.1322366893558,9.3024793963888,10.6087548970618,11
NHEJ,Eye,ENSMUSG00000026187,Xrcc5,10.2177523840147,0.408862346722457,9.89304335759394,10.4747570326577,9.77670940422529,10.8844541698582,11
NHEJ,Eye,ENSMUSG00000026162,Nhej1,6.30700559588372,0.552499221206113,5.88347329310088,6.70520669288458,5.67372824273214,7.22057524856337,11
NHEJ,Eye,ENSMUSG00000047617,Paxx,9.71132141258023,0.428901792093017,9.36345628523506,10.0897212226307,9.28621061995567,10.459670255939,11
NHEJ,Femoral lateral skin,ENSMUSG00000022471,Xrcc6,9.08130797122304,0.231906307479888,9.02126561259847,9.23993209301565,8.6932658919727,9.33372201682624,9
NHEJ,Femoral lateral skin,ENSMUSG00000026187,Xrcc5,9.34397995166153,0.17081885963229,9.26691602201465,9.45357706515467,9.07949047936056,9.54977101000338,9
NHEJ,Femoral lateral skin,ENSMUSG00000026162,Nhej1,7.06090927837073,0.198781402961972,6.87743129646427,7.2011144440043,6.83474032215334,7.34569184455829,9
NHEJ,Femoral lateral skin,ENSMUSG00000047617,Paxx,8.20766713783446,0.104031426566447,8.13599086230959,8.26509467694217,8.04742471743424,8.40364735386688,9
NHEJ,Femoral skin,ENSMUSG00000022471,Xrcc6,8.78438511263241,0.0505938143700699,8.76649749801883,8.802272727246,8.74860988340524,8.82016034185958,2
NHEJ,Femoral skin,ENSMUSG00000026187,Xrcc5,9.01240859690677,0.0453902095430723,8.99636073442307,9.02845645939046,8.98031287193938,9.04450432187415,2
NHEJ,Femoral skin,ENSMUSG00000026162,Nhej1,5.94371667738091,0.374747393195592,5.81122346590061,6.0762098888612,5.67873025442032,6.20870310034149,2
NHEJ,Femoral skin,ENSMUSG00000047617,Paxx,8.16982809625694,0.111022419738872,8.13057574332639,8.20908044918748,8.09132339039584,8.24833280211803,2
NHEJ,Gastrocnemius,ENSMUSG00000022471,Xrcc6,8.72973638592714,0.217198092612307,8.65678625491403,8.76502822692223,8.49442329690173,8.92739118493453,10
NHEJ,Gastrocnemius,ENSMUSG00000026187,Xrcc5,9.05996932536521,0.252227545152208,8.90836154965534,9.2224515018742,8.6506726544721,9.45153018892501,10
NHEJ,Gastrocnemius,ENSMUSG00000026162,Nhej1,6.53937524576059,0.836290369195347,5.90509934809506,6.96376541343279,5.5076316858307,8.02924389614013,10
NHEJ,Gastrocnemius,ENSMUSG00000047617,Paxx,6.66640514514504,1.13296826025336,5.74836065275825,7.90575265746339,5.54232699465265,8.20101003409508,10
NHEJ,Heart,ENSMUSG00000022471,Xrcc6,8.93490021780462,0.200548484096685,8.83018553212061,9.03004832565432,8.74460400210523,9.14432958917265,3
NHEJ,Heart,ENSMUSG00000026187,Xrcc5,8.9546923746872,0.206259876665497,8.8723170085797,9.07035494259825,8.72336723886511,9.11944310690222,3
NHEJ,Heart,ENSMUSG00000026162,Nhej1,5.81139997436668,0.139056826979344,5.76962886551039,5.89166213303486,5.65087565703032,5.89494219207927,3
NHEJ,Heart,ENSMUSG00000047617,Paxx,6.82330070584607,0.307140812087688,6.66385153660038,6.97022530112825,6.52945151528171,7.14219904433746,3
NHEJ,Heart / Heart right ventricle,ENSMUSG00000022471,Xrcc6,10.0105581269542,0.11370635087636,9.92683048801069,10.0537333097738,9.86013776765159,10.2440875424185,10
NHEJ,Heart / Heart right ventricle,ENSMUSG00000026187,Xrcc5,10.0069442475465,0.123866745747076,9.97034569107575,10.1057099523264,9.79842402203945,10.1812834517419,10
NHEJ,Heart / Heart right ventricle,ENSMUSG00000026162,Nhej1,7.31900780835033,0.23682297644918,7.24186138284185,7.45388543188115,6.92382530928291,7.61111242455562,10
NHEJ,Heart / Heart right ventricle,ENSMUSG00000047617,Paxx,8.27556758747898,0.191871197135783,8.19638484864777,8.41547090072636,7.98351072993421,8.52663745101341,10
NHEJ,Kidney,ENSMUSG00000022471,Xrcc6,9.56770225589529,0.250939405798704,9.37848273263134,9.75485686443772,9.08723667060611,10.0736663278679,55
NHEJ,Kidney,ENSMUSG00000026187,Xrcc5,10.8590594996574,0.220148387722268,10.706790947457,11.0159643401047,10.3366935848788,11.3490041851873,55
NHEJ,Kidney,ENSMUSG00000026162,Nhej1,7.21550161080291,0.400769645874551,6.89931345926274,7.52204759299402,6.29289550270379,8.02250210155899,55
NHEJ,Kidney,ENSMUSG00000047617,Paxx,8.44502053802661,0.915417890062039,8.16391351693189,8.99991442892665,6.90991214893975,9.98258417009447,55
NHEJ,Left lobe of the liver,ENSMUSG00000022471,Xrcc6,9.31648699607703,0.278395597593397,9.13932799771581,9.42553988951172,8.86015964050389,9.85485772720558,24
NHEJ,Left lobe of the liver,ENSMUSG00000026187,Xrcc5,9.79960947402935,0.225902183081043,9.66117722786896,9.93205194697318,9.29185915569312,10.2258449583564,24
NHEJ,Left lobe of the liver,ENSMUSG00000026162,Nhej1,6.60667148903278,0.297003655528719,6.38071655168202,6.76025317465678,6.19595916482768,7.32955810911892,24
NHEJ,Left lobe of the liver,ENSMUSG00000047617,Paxx,8.4140418459176,0.613824073022747,8.02080316031066,8.92370367780329,7.32247939655687,9.59018660972163,24
NHEJ,Liver,ENSMUSG00000022471,Xrcc6,8.87790369256355,0.292866370561392,8.70295534290904,9.06089863647668,8.34019791147144,9.45594073498303,19
NHEJ,Liver,ENSMUSG00000026187,Xrcc5,9.35844021689861,0.445816478473293,9.00939565039867,9.76010426837572,8.60278948944852,10.0563133206297,19
NHEJ,Liver,ENSMUSG00000026162,Nhej1,6.43526015826638,0.469905157038824,6.24893603134991,6.72702638461254,5.53297045697857,7.31780119164161,19
NHEJ,Liver,ENSMUSG00000047617,Paxx,8.70384983208698,0.83024212898882,8.02805792134616,9.15448712293241,7.70218427324724,10.4125281444983,19
NHEJ,Lung,ENSMUSG00000022471,Xrcc6,8.99655760500289,0.308615814851094,8.77083040659069,9.23347039758827,8.4623921027461,9.48714594981438,14
NHEJ,Lung,ENSMUSG00000026187,Xrcc5,9.53603050817569,0.291372649963582,9.41877239391184,9.72126382103045,8.96503525323394,9.99095493695291,14
NHEJ,Lung,ENSMUSG00000026162,Nhej1,6.12186429432558,0.362062945989835,5.97274802999807,6.32242077613397,5.44823891079423,6.80540386133731,14
NHEJ,Lung,ENSMUSG00000047617,Paxx,8.81843127038012,0.191034263493974,8.69228648335602,8.88971886792774,8.60476660162927,9.18586744478533,14
NHEJ,Mammary gland,ENSMUSG00000022471,Xrcc6,9.87136613347781,0.228878720604303,9.75766830908383,10.0216382022882,9.48847966610103,10.2662191886644,10
NHEJ,Mammary gland,ENSMUSG00000026187,Xrcc5,9.07863722551797,0.170853881203388,8.93914378993955,9.208746726257,8.86339544210228,9.35745682063138,10
NHEJ,Mammary gland,ENSMUSG00000026162,Nhej1,7.10675036484143,0.338857742335367,6.91331823058247,7.26322649600395,6.48587200852606,7.6075959386322,10
NHEJ,Mammary gland,ENSMUSG00000047617,Paxx,9.02650417593749,0.243105259573815,8.97755210863884,9.1501625579469,8.71863643467673,9.36317165879998,10
NHEJ,Optic nerve,ENSMUSG00000022471,Xrcc6,9.20246378629754,0.266449974772395,9.0706104456025,9.44867298779453,8.83944641844661,9.4739002840424,5
NHEJ,Optic nerve,ENSMUSG00000026187,Xrcc5,10.6597362843233,0.215880400012999,10.5387452953324,10.7282983194137,10.4664556746358,11.0056760582906,5
NHEJ,Optic nerve,ENSMUSG00000026162,Nhej1,6.55213733638375,0.310716081511891,6.27900165743004,6.80550045329668,6.22140233111331,6.92305479069468,5
NHEJ,Optic nerve,ENSMUSG00000047617,Paxx,9.06740135138598,0.343133476693944,8.86354460928361,9.35161730720972,8.60821178234838,9.43849587720928,5
NHEJ,Quadriceps femoris,ENSMUSG00000022471,Xrcc6,10.3729341525088,0.150239485846741,10.2374107241974,10.5253838211699,10.182914108538,10.5648172638094,9
NHEJ,Quadriceps femoris,ENSMUSG00000026187,Xrcc5,10.7359837151088,0.203796074591311,10.551627115284,10.9216499139653,10.4102543967427,10.9915722652649,9
NHEJ,Quadriceps femoris,ENSMUSG00000026162,Nhej1,7.77607695675698,0.166508753328115,7.59797288089324,7.91203044417061,7.5653920293922,7.95606102244051,9
NHEJ,Quadriceps femoris,ENSMUSG00000047617,Paxx,7.66911286014279,0.0797326066436458,7.61052209297257,7.68777232997646,7.57417790220091,7.796254738336,9
NHEJ,Retina,ENSMUSG00000022471,Xrcc6,8.7592408395509,0.310548450608838,8.59112894020719,8.96689649464805,8.0274776085459,9.28915579645881,27
NHEJ,Retina,ENSMUSG00000026187,Xrcc5,9.09631402825677,0.383740933224535,8.83456398592502,9.39839567136455,8.49125970271757,9.87982472897252,27
NHEJ,Retina,ENSMUSG00000026162,Nhej1,5.08827083721234,0.659157309588412,4.7238463637833,5.29865375373417,3.86163527885698,6.16086483866048,27
NHEJ,Retina,ENSMUSG00000047617,Paxx,9.25696461232172,0.246798443286369,9.14938899453644,9.34750922527086,8.85220864843481,9.64468957137249,27
NHEJ,Soleus,ENSMUSG00000022471,Xrcc6,9.4186488919409,0.299455319065464,9.30184731956295,9.62054772957683,8.82379670454213,9.84515335029161,18
NHEJ,Soleus,ENSMUSG00000026187,Xrcc5,9.0157114323465,0.220042344776437,8.84329891609789,9.17581086610974,8.45362735036216,9.3103221614423,18
NHEJ,Soleus,ENSMUSG00000026162,Nhej1,6.62008692406925,0.700125717747339,6.30812712708158,7.08851532819032,5.21136140741721,7.28814450541109,18
NHEJ,Soleus,ENSMUSG00000047617,Paxx,7.33296369771022,0.412267518386948,7.08517848587872,7.67875906632719,6.36644231992131,7.90405443511985,18
NHEJ,Spleen,ENSMUSG00000022471,Xrcc6,8.82838379988565,0.202357733022453,8.66185180738924,9.00207325270538,8.60150090082304,9.12552204126697,9
NHEJ,Spleen,ENSMUSG00000026187,Xrcc5,8.55512525113272,0.156039440249437,8.41446842424792,8.68206062472163,8.29437744537971,8.74506623483438,9
NHEJ,Spleen,ENSMUSG00000026162,Nhej1,6.66357039034967,0.26165749684998,6.41197344169069,6.89748834003358,6.31429411352405,6.95122589160446,9
NHEJ,Spleen,ENSMUSG00000047617,Paxx,8.70900871901998,0.199668080801859,8.65498438890481,8.86892119430285,8.33407918080775,8.88297845232363,9
NHEJ,Spleen-distal,ENSMUSG00000022471,Xrcc6,7.52034302749808,0.257151928640637,7.3146410806759,7.70368175442241,7.17096063674945,7.95314386875582,10
NHEJ,Spleen-distal,ENSMUSG00000026187,Xrcc5,6.92467308899387,0.544473944443301,6.7626773562893,7.2081583812967,6.09445581877819,7.7364264942713,10
NHEJ,Spleen-distal,ENSMUSG00000026162,Nhej1,4.03190744598117,1.39577035384943,2.86752683905639,5.30455677758719,2.00994472450339,5.64542978284144,10
NHEJ,Spleen-distal,ENSMUSG00000047617,Paxx,6.56048175492494,0.512075622047006,6.3243866275947,6.85506458262584,5.52836969504798,7.44660545178066,10
NHEJ,Thymus,ENSMUSG00000022471,Xrcc6,11.0535185056946,0.698291557745265,10.5843529845215,11.4759641964701,9.7633769293914,12.652517025788,23
NHEJ,Thymus,ENSMUSG00000026187,Xrcc5,8.05904925696643,0.538429406091451,7.84193611246995,8.2969657181231,7.15939170399022,8.97951012660282,23
NHEJ,Thymus,ENSMUSG00000026162,Nhej1,5.53585409884904,1.12499222925099,5.02922734638437,6.26362077062043,3.17763721003027,7.37558913915237,23
NHEJ,Thymus,ENSMUSG00000047617,Paxx,8.06758858734913,0.473798025511889,7.71867382242653,8.31699130965195,7.06654069707362,9.2095993346303,23
NHEJ,Tibialis anterior,ENSMUSG00000022471,Xrcc6,10.2853109859885,0.0893248144620276,10.2686963026352,10.3042671873227,10.215339975604,10.357623514354,9
NHEJ,Tibialis anterior,ENSMUSG00000026187,Xrcc5,10.1337520561007,0.239520314529144,10.0300451262423,10.2836148961354,9.68526134057002,10.4826632583051,9
NHEJ,Tibialis anterior,ENSMUSG00000026162,Nhej1,7.70284307221269,0.259813533617092,7.55641554916432,7.8475599872311,7.26787038520454,8.00355387076889,9
NHEJ,Tibialis anterior,ENSMUSG00000047617,Paxx,8.22490926913485,0.129239776072204,8.15583268010169,8.26661522463062,8.00649087517666,8.43278904142401,9
HR,Adrenal gland,ENSMUSG00000017146,Brca1,6.69041388347222,0.924815399073278,6.09683097472319,7.44316928229675,5.33515337210061,8.49497486317895,14
HR,Adrenal gland,ENSMUSG00000026196,Bard1,5.47743326577114,0.938525289339868,4.88367136801344,6.29630444846219,4.11725046720324,7.2208117160989,14
HR,Adrenal gland,ENSMUSG00000030528,Blm,7.59143536729289,0.442975457717105,7.25606552525589,7.94568116109147,6.81361135116093,8.37745813318635,14
HR,Adrenal gland,ENSMUSG00000027323,Rad51,4.88658136295123,0.815196312544685,4.29475345311958,5.31862945307239,3.55641983772698,6.46497715978233,14
HR,Bone marrow,ENSMUSG00000017146,Brca1,10.0249819141413,0.268264400831389,9.83569002848643,10.1296223702499,9.72900805846999,10.4665048681442,6
HR,Bone marrow,ENSMUSG00000026196,Bard1,9.70141965665931,0.188343935464986,9.61376024089281,9.85442937901946,9.44491573992095,9.92839301748559,6
HR,Bone marrow,ENSMUSG00000030528,Blm,9.81391372489331,0.286030706467619,9.59480777148241,9.97833495934915,9.52182824426117,10.2548978095811,6
HR,Bone marrow,ENSMUSG00000027323,Rad51,8.84677015067857,0.25148085081496,8.70376558614242,8.87790624495021,8.57228664094491,9.13911723316188,6
HR,Cecum,ENSMUSG00000017146,Brca1,7.57123203749095,0.953848197216692,7.25282673532435,8.45234648696107,6.18320139017268,8.48106180138255,5
HR,Cecum,ENSMUSG00000026196,Bard1,6.5385017724434,0.498896112095883,6.49637350796278,6.72927918301816,6.14701499537971,7.07863769560123,5
HR,Cecum,ENSMUSG00000030528,Blm,6.4852473789388,0.420643352450632,6.45259164319191,6.72084900024315,6.05020560761505,6.91149527359919,5
HR,Cecum,ENSMUSG00000027323,Rad51,6.29218613067264,0.796209854192589,5.93866640804254,6.85482938675203,5.05062665062471,6.90796555570414,5
HR,Cerebellum,ENSMUSG00000017146,Brca1,6.89633218940265,0.299083875412718,6.76714662405801,7.04030838860214,6.45595949079731,7.45005103541834,9
HR,Cerebellum,ENSMUSG00000026196,Bard1,4.47057070025733,0.412072854216247,4.14777343974543,4.80569874687432,4.02413152560191,5.10493791826453,9
HR,Cerebellum,ENSMUSG00000030528,Blm,9.1771190493746,0.160195217001867,9.06136427406534,9.261659898571,8.95102747260026,9.45506041903978,9
HR,Cerebellum,ENSMUSG00000027323,Rad51,5.89053534375874,0.509035501244305,5.68949481995674,6.15491370648398,5.00764430071644,6.7702521640696,9
HR,Colon,ENSMUSG00000017146,Brca1,7.9960649452342,0.462123808325475,7.69903130408593,8.31132078363257,7.46456168808228,8.4911238078859,4
HR,Colon,ENSMUSG00000026196,Bard1,7.15837441515894,0.156607113318278,7.12685276801671,7.25553792447695,6.93382503332635,7.25772590685398,4
HR,Colon,ENSMUSG00000030528,Blm,7.44465495983629,0.463444286686496,7.16113073439917,7.6725209071287,6.9618809497104,8.03874552625162,4
HR,Colon,ENSMUSG00000027323,Rad51,7.05578493862468,0.433845257308999,6.83255793532746,7.18455836996618,6.64002585490707,7.66045116625372,4
HR,Dorsal skin,ENSMUSG00000017146,Brca1,8.50075534593821,0.985845207827297,7.72604901423883,9.29976307537139,6.7412654662944,10.520900203219,30
HR,Dorsal skin,ENSMUSG00000026196,Bard1,7.34499165359886,0.830971797752969,6.72969864778484,7.94593267999134,6.03173556273518,9.09173519593512,30
HR,Dorsal skin,ENSMUSG00000030528,Blm,8.32340012324607,0.681626502489605,7.66393109415917,8.84892863059956,7.05429204418334,9.57689743409078,30
HR,Dorsal skin,ENSMUSG00000027323,Rad51,6.88189102641678,0.869036745012165,6.17921106620551,7.53014972588526,5.54107498419731,8.53783857267137,30
HR,Extensor digitorum longus,ENSMUSG00000017146,Brca1,3.75402437679743,1.15334325922025,3.09438811310281,4.03812522123795,1.67878245090009,5.45373088344067,15
HR,Extensor digitorum longus,ENSMUSG00000026196,Bard1,3.26294106756598,0.59985496736267,3.02100044269623,3.62939939235548,2.10840201820735,4.08601200006221,15
HR,Extensor digitorum longus,ENSMUSG00000030528,Blm,7.20872442727027,0.484990874407311,6.77170595853147,7.55093571111501,6.31411376238585,7.86892003556053,15
HR,Extensor digitorum longus,ENSMUSG00000027323,Rad51,5.51654835643145,0.945927468522352,4.90398785619848,6.06438185060529,3.35191644023756,6.97070121017984,15
HR,Eye,ENSMUSG00000017146,Brca1,9.59706036030961,0.324121896055137,9.37427853718015,9.83082784001068,9.11734533736904,10.1784002068577,11
HR,Eye,ENSMUSG00000026196,Bard1,6.5700161687465,0.419525570646923,6.34713485923158,6.83660774538794,5.83604652145241,7.10534166503209,11
HR,Eye,ENSMUSG00000030528,Blm,8.19220252342699,0.39475904709047,7.98650935881086,8.4257497123199,7.52008423850448,8.8363282966419,11
HR,Eye,ENSMUSG00000027323,Rad51,6.81798050159891,0.523602665212176,6.48412924112234,7.13536303538258,5.99481108733491,7.65928699724994,11
HR,Femoral lateral skin,ENSMUSG00000017146,Brca1,8.66155846416053,0.588148882966062,8.16704699518796,9.09707100274216,7.74591469673079,9.3890428313502,9
HR,Femoral lateral skin,ENSMUSG00000026196,Bard1,7.46274772991779,0.413570415542839,7.18742182271462,7.71115974049725,6.77277277880603,8.02286069461023,9
HR,Femoral lateral skin,ENSMUSG00000030528,Blm,8.4058395434459,0.368147621785281,8.15392968119344,8.71175974921913,7.76747896014647,8.86845257886172,9
HR,Femoral lateral skin,ENSMUSG00000027323,Rad51,7.02540692072175,0.435576340825105,6.59819915875104,7.40272456588857,6.38821196941543,7.58705500712084,9
HR,Femoral skin,ENSMUSG00000017146,Brca1,8.01157544970459,0.766110201598949,7.74071459036119,8.282436309048,7.46985373101778,8.5532971683914,2
HR,Femoral skin,ENSMUSG00000026196,Bard1,7.1169469084656,0.771324050340894,6.84424267522144,7.38965114170976,6.57153844197728,7.66235537495392,2
HR,Femoral skin,ENSMUSG00000030528,Blm,8.10098499796488,0.906227385602119,7.78058523313678,8.42138476279299,7.46018546830867,8.7417845276211,2
HR,Femoral skin,ENSMUSG00000027323,Rad51,6.88754482494149,0.496907985068571,6.71186132200763,7.06322832787536,6.53617781907376,7.23891183080922,2
HR,Gastrocnemius,ENSMUSG00000017146,Brca1,2.47238446487683,0.486057229929711,2.18635495183455,2.77261258280314,2.0410714050258,3.21573559529377,6
HR,Gastrocnemius,ENSMUSG00000026196,Bard1,2.3169368477683,0.444468386775776,2.1437094512259,2.64293007606447,1.54638660573942,2.70832715757545,6
HR,Gastrocnemius,ENSMUSG00000030528,Blm,5.58798498878224,1.48629970567475,5.09662682812229,6.17409172354322,3.48042948499089,7.79028906667462,10
HR,Gastrocnemius,ENSMUSG00000027323,Rad51,3.78541135723292,0.678034307603447,3.24770279798556,4.14980084071934,2.99237017211097,5.00776929691503,10
HR,Heart,ENSMUSG00000017146,Brca1,3.50622644999842,0.663836922501046,3.23993463658627,3.87809053259642,2.76249828480243,4.03881007682273,3
HR,Heart,ENSMUSG00000026196,Bard1,4.11138523859494,0.36103434347484,3.93944834724224,4.29940626060357,3.7353431945777,4.45525902130035,3
HR,Heart,ENSMUSG00000030528,Blm,5.13626016799447,0.586841669815121,4.82548733165458,5.40852673633027,4.59172703132288,5.75780584067427,3
HR,Heart,ENSMUSG00000027323,Rad51,3.9016264641346,0.663247849564062,3.56928341518227,4.23252655579824,3.23982628080731,4.56631256203926,3
HR,Heart / Heart right ventricle,ENSMUSG00000017146,Brca1,4.5701286116042,0.429581337163157,4.33320482562692,4.79644215159797,3.97405804612686,5.22902985685484,10
HR,Heart / Heart right ventricle,ENSMUSG00000026196,Bard1,5.04967886275238,0.292694979789603,4.82273669418751,5.15916070803739,4.57774937421724,5.54321982423396,10
HR,Heart / Heart right ventricle,ENSMUSG00000030528,Blm,6.22343276304142,0.266142082426479,6.07904411368676,6.38361564623489,5.80925250978227,6.71710546125823,10
HR,Heart / Heart right ventricle,ENSMUSG00000027323,Rad51,3.34720752503452,0.447979225341143,3.18588428583321,3.49615292606712,2.72048132548234,3.96155588641799,10
HR,Kidney,ENSMUSG00000017146,Brca1,5.80455461588198,1.3007765016528,4.92628617362754,6.54512390592628,3.01602182419184,8.49122106537212,55
HR,Kidney,ENSMUSG00000026196,Bard1,5.36114369126171,0.921968360634849,4.77715700027542,6.00344662921686,3.43233556908912,7.3933334309782,55
HR,Kidney,ENSMUSG00000030528,Blm,6.27162760331613,0.754452984579006,5.78009229470307,6.70017300960125,4.78709812319294,8.08029408194853,55
HR,Kidney,ENSMUSG00000027323,Rad51,4.70312496694922,0.761193124448126,4.25863802697598,5.08088887098742,3.02526176095883,6.31426513700457,55
HR,Left lobe of the liver,ENSMUSG00000017146,Brca1,7.3533507529582,0.621509047996465,6.94839118905673,7.73052102165916,6.23841735163592,8.47993970071905,24
HR,Left lobe of the liver,ENSMUSG00000026196,Bard1,4.00277749228541,0.719164511024262,3.57994229311914,4.36985845910717,2.39506804413709,5.26091845890712,24
HR,Left lobe of the liver,ENSMUSG00000030528,Blm,7.01871316990217,0.568652840065771,6.66960553501432,7.46990004113709,6.01319505580521,7.93400834200648,24
HR,Left lobe of the liver,ENSMUSG00000027323,Rad51,3.30712718708167,0.989532683442764,2.69640469511978,3.79005247679461,1.35902151838733,5.2163955952072,24
HR,Liver,ENSMUSG00000017146,Brca1,6.91481034023324,0.682776436486591,6.49476368249192,7.30797036298737,5.39842271636645,8.05115137009264,19
HR,Liver,ENSMUSG00000026196,Bard1,3.9386887936285,0.870164262346507,3.44335485020871,4.52371829192814,1.82280968762955,5.33223312867098,19
HR,Liver,ENSMUSG00000030528,Blm,6.03956896174697,0.950495393889215,5.66043909599595,6.58159145152247,4.27871056270617,7.20818992323878,19
HR,Liver,ENSMUSG00000027323,Rad51,4.0470872804444,0.95909338853657,3.27866177295517,4.59578372596075,2.73386309434427,6.0645482129522,19
HR,Lung,ENSMUSG00000017146,Brca1,6.37150018672664,0.446623674523543,6.00880514208296,6.65171231664387,5.76808257995286,7.28155941079861,14
HR,Lung,ENSMUSG00000026196,Bard1,5.79483241865896,0.630222510553081,5.54265212651237,6.30619650448,4.75821780539201,6.69547231274364,14
HR,Lung,ENSMUSG00000030528,Blm,6.8882547827265,0.310361798123492,6.6474241222073,7.01702668457604,6.43390654852439,7.57143052812917,14
HR,Lung,ENSMUSG00000027323,Rad51,4.47562649016884,0.584583096967379,4.22647110277959,4.73582088908856,3.46244642331613,5.49984556855202,14
HR,Mammary gland,ENSMUSG00000017146,Brca1,6.54773266495824,0.6234018996193,6.23714632422859,6.98273213048258,5.25309361533418,7.42103316418721,10
HR,Mammary gland,ENSMUSG00000026196,Bard1,5.47922650576654,0.588012592014849,5.17691524113583,5.84981017922955,4.24345521628599,6.41347741781015,10
HR,Mammary gland,ENSMUSG00000030528,Blm,7.2244274960317,0.310171137318132,7.07940500044427,7.37501989335781,6.73092283907506,7.81844223272811,10
