Pathway,Group,Gene,Mean,SD,Q1,Q3,Ymin,Ymax,N
NHEJ,Adrenal gland,Xrcc6,2631.35640239031,639.015138563603,2179.41148688025,3313.40884055771,1881.52305474398,3643.78753441219,14
NHEJ,Adrenal gland,Xrcc5,958.184269671908,182.998212533845,842.846561994162,1045.62060119415,686.235033570589,1300.16272589778,14
NHEJ,Adrenal gland,Nhej1,225.925110171782,35.6656372287429,199.452495325973,246.332181748079,170.359575055425,287.977437268678,14
NHEJ,Adrenal gland,Paxx,703.185125103211,143.468205870259,584.494470998758,834.925280143608,536.804893769112,933.165896267289,14
NHEJ,Bone marrow,Xrcc6,647.687977593895,85.5449760285878,633.10756632269,711.421604873442,515.636508496561,730.238824281392,6
NHEJ,Bone marrow,Xrcc5,175.023342623112,21.3924584195733,164.628930711333,182.670769912341,141.902017187425,203.488406349094,6
NHEJ,Bone marrow,Nhej1,159.441486733589,22.510749793175,148.11984741907,162.217413116339,133.731417768251,183.363761662243,6
NHEJ,Bone marrow,Paxx,235.53996376408,34.7979669752835,217.929761806953,263.603846266513,179.161728273702,267.719275767954,6
NHEJ,Cecum,Xrcc6,221.606808709488,20.989580207277,207.091576905169,221.690846768653,202.800328455328,243.58975156388,5
NHEJ,Cecum,Xrcc5,247.556539213454,58.7644090160676,197.316353758006,295.351505726537,173.133787729791,301.982704270674,5
NHEJ,Cecum,Nhej1,36.4372594918894,16.7611084435347,36.5327441214067,42.9483056891944,26.9094017697251,52.571648040876,5
NHEJ,Cecum,Paxx,77.6621422595316,9.57049299603463,71.1869844117287,83.8512138514129,65.2490268840624,89.082481387501,5
NHEJ,Cerebellum,Xrcc6,621.835998185546,59.5356108784582,575.516209277754,668.904940952326,530.946211253627,695.008207662894,9
NHEJ,Cerebellum,Xrcc5,883.344171308119,69.9966216847821,859.704770516373,898.725454406995,801.173744680441,957.256480242927,9
NHEJ,Cerebellum,Nhej1,60.9388136727586,21.2120396352102,51.6136697630509,59.8664422421811,39.2406835802004,72.2456009608765,9
NHEJ,Cerebellum,Paxx,674.513126852601,112.265503084094,569.13625894261,705.662278565828,559.580515163377,873.725960301788,9
NHEJ,Colon,Xrcc6,431.134899812207,58.011649339724,406.479695681763,468.883950978059,352.337351483841,483.744754069756,4
NHEJ,Colon,Xrcc5,457.856346153575,63.8525479792469,414.898621920674,503.123754438522,386.013056439487,525.080267763574,4
NHEJ,Colon,Nhej1,84.0501676815896,21.9327821621714,74.1707659150465,97.8223054938533,54.9148119490347,105.400051322704,4
NHEJ,Colon,Paxx,237.1377123425,18.2711751082785,229.509296439909,248.224868788732,212.527611142019,254.830332455697,4
NHEJ,Dorsal skin,Xrcc6,512.346125025582,172.712757667502,399.697930836089,593.112154515284,291.133675382576,883.233490034076,30
NHEJ,Dorsal skin,Xrcc5,654.847481977972,178.169101059639,519.831148172458,813.173154465473,374.304221989058,1057.33941232088,30
NHEJ,Dorsal skin,Nhej1,60.8567843375597,11.4751008790234,54.0314191178358,65.81124091302,43.4578397431868,83.4809736057962,30
NHEJ,Dorsal skin,Paxx,203.140110649695,75.707887335083,136.272171909349,250.759224175507,80.9846772135271,357.282249550111,30
NHEJ,Extensor digitorum longus,Xrcc6,1200.78658186152,244.638749291634,973.902910704367,1350.56522246751,860.478446732276,1635.2872965133,15
NHEJ,Extensor digitorum longus,Xrcc5,1381.3559957481,233.576017649803,1169.10652605937,1550.23213103818,1032.28604168557,1801.72489284912,15
NHEJ,Extensor digitorum longus,Nhej1,153.811239230762,24.8791621609153,140.606610127948,168.988408209135,102.024407674003,200.609373264624,15
NHEJ,Extensor digitorum longus,Paxx,188.108051911872,20.1330268850599,182.318856319065,202.383814707646,152.221418736193,217.448843784746,15
NHEJ,Eye,Xrcc6,948.259344076334,331.312246999143,710.859667712265,1128.31494625066,630.430175137597,1560.54117640279,11
NHEJ,Eye,Xrcc5,1236.09561481149,373.991829217089,949.852452091479,1422.77159432846,876.16801975601,1889.37163267848,11
NHEJ,Eye,Nhej1,83.9352416237766,35.0980184210167,58.1131742045421,105.079796354224,50.0460790053172,148.145356227662,11
NHEJ,Eye,Paxx,873.425037610435,279.246594296507,657.716005023839,1092.30993872465,623.349750726402,1407.23291763119,11
NHEJ,Femoral lateral skin,Xrcc6,546.713293574973,83.4012472519177,518.602878414567,603.639781868888,411.023175684387,644.253394988368,9
NHEJ,Femoral lateral skin,Xrcc5,652.827760222231,74.8435475410884,615.055288241831,700.148909534129,540.002135787364,748.492904542788,9
NHEJ,Femoral lateral skin,Nhej1,133.650407991324,18.5313929875639,116.574492642375,146.147012748708,113.146302876544,161.657309394735,9
NHEJ,Femoral lateral skin,Paxx,295.322654601512,21.6162889004581,280.304897975106,306.639016844005,263.55515462385,337.649100577937,9
NHEJ,Femoral skin,Xrcc6,440.059241218662,15.4643191704888,434.591778742719,445.526703694605,429.124316266777,450.994166170548,2
NHEJ,Femoral skin,Xrcc5,515.550498554576,16.2490806153583,509.805581008993,521.29541610016,504.06066346341,527.040333645743,2
NHEJ,Femoral skin,Nhej1,61.5924481542592,16.0783051119243,55.9079088669452,67.2769874415732,50.2233695796312,72.9615267288872,2
NHEJ,Femoral skin,Paxx,287.407120218903,22.1724544360358,279.567973775267,295.246266662538,271.728827331632,303.085413106173,2
NHEJ,Gastrocnemius,Xrcc6,427.894633846515,65.1941576945137,402.601247129312,434.050032392891,355.428069233942,481.223210288261,10
NHEJ,Gastrocnemius,Xrcc5,539.979712773853,92.1272976811903,480.60893717349,596.554605278163,400.894397126719,699.154834292539,10
NHEJ,Gastrocnemius,Nhej1,108.701135064824,72.7947261122986,58.9997619860981,125.227441923875,44.4948610033203,224.568961830541,10
NHEJ,Gastrocnemius,Paxx,133.57234245473,104.410035763171,52.7603406158019,241.394302476313,45.6022270184302,293.272727787396,10
NHEJ,Heart,Xrcc6,491.588379119126,68.9753251969447,454.947030252174,523.41673789944,427.931661558499,564.87107685303,3
NHEJ,Heart,Xrcc5,498.48691853633,69.0002747331977,470.133621536681,536.898405394424,421.663944820142,555.193512535628,3
NHEJ,Heart,Nhej1,55.328056570204,5.27078968492724,53.7395188829556,58.370150359821,49.2438689909701,58.5051319447009,3
NHEJ,Heart,Paxx,113.976952277185,24.6483973233316,100.835925183095,125.277257345693,91.3763421401673,140.259006465363,3
NHEJ,Heart / Heart right ventricle,Xrcc6,1033.45027117071,83.3843941562215,972.76518428101,1061.90038937062,928.388361131113,1195.60319700504,10
NHEJ,Heart / Heart right ventricle,Xrcc5,1031.33280028295,87.6534307325535,1002.20780150323,1101.45837722479,889.470508978596,1160.10558307402,10
NHEJ,Heart / Heart right ventricle,Nhej1,160.508393927576,24.2887134530776,150.364913931003,174.328667333585,114.419283827131,194.511874753029,10
NHEJ,Heart / Heart right ventricle,Paxx,311.33653146542,41.0891124454652,292.394442426502,340.901936202603,252.090707825007,367.785328374676,10
NHEJ,Kidney,Xrcc6,769.3738156057,137.056725538441,664.588353897527,863.685067085246,542.914724052372,1076.64503165427,55
NHEJ,Kidney,Xrcc5,1877.45362216526,281.908435310344,1670.34682345576,2069.79732515618,1292.16763008255,2607.499036585,55
NHEJ,Kidney,Nhej1,153.20249855933,41.4836534566912,118.371490609872,182.808141382855,77.4061819191611,259.024202372626,55
NHEJ,Kidney,Paxx,417.589409483228,253.574647573837,285.824336545276,510.989883996002,81.2483895890872,848.738205172092,55
NHEJ,Left lobe of the liver,Xrcc6,648.432390932182,132.639197798724,562.918575521428,686.709243561349,463.701225896647,872.39524562123,24
NHEJ,Left lobe of the liver,Xrcc5,900.730515636685,141.707845901623,808.681396917895,976.112488681003,625.799038142876,1196.52906660301,24
NHEJ,Left lobe of the liver,Nhej1,98.5367221944333,21.9498632349959,82.3347614075411,107.402547656599,72.3110703872839,145.004227030186,24
NHEJ,Left lobe of the liver,Paxx,369.862079726409,152.49182049957,258.737335277717,484.626706872118,159.061152995208,769.786027859762,24
NHEJ,Liver,Xrcc6,478.641760131794,96.7026145735662,416.205995158444,533.300826929449,323.078142623099,701.298593175433,19
NHEJ,Liver,Xrcc5,685.992714907744,215.027924211935,514.35040865956,866.417347773801,387.774420513633,1063.76055834608,19
NHEJ,Liver,Nhej1,89.9116367971758,29.2612878092923,75.0536303633744,104.999023179453,45.3009682025714,149.91711240357,19
NHEJ,Liver,Paxx,495.241431963877,337.29151848757,260.144963161835,575.076901473486,207.251672693109,1047.47480894096,19
NHEJ,Lung,Xrcc6,520.541983437005,108.824029891616,436.621311904934,601.003590597303,351.72306365511,716.654651576331,14
NHEJ,Lung,Xrcc5,755.154800011857,146.650056933536,683.457036679157,843.123600042874,498.617101389876,1016.60005399846,14
NHEJ,Lung,Nhej1,70.6864770669239,17.9648771594107,61.8024506943305,79.0384262093486,40.8580799549944,104.892389481876,14
NHEJ,Lung,Paxx,454.343086347913,65.3896024296614,412.759889290046,473.356216852019,388.307573780324,564.25070819498,14
NHEJ,Mammary gland,Xrcc6,946.369730230071,151.825633354137,864.675204123766,1038.92173874491,717.318402562789,1230.51560083016,10
NHEJ,Mammary gland,Xrcc5,543.112335741127,64.664221135825,489.852979560109,590.714693568028,464.744667844779,654.956720835836,10
NHEJ,Mammary gland,Nhej1,140.277341175279,33.1936735652781,119.547327747653,152.663270627245,88.6276526939277,194.035906147366,10
NHEJ,Mammary gland,Paxx,526.963366194623,84.8327038755485,503.112224674175,567.725055558448,406.192978347766,657.560265525098,10
NHEJ,Optic nerve,Xrcc6,596.107266676552,107.801954855095,536.682402717301,697.769577190299,457.077032250002,710.095878405649,5
NHEJ,Optic nerve,Xrcc5,1631.81960064961,258.402504865301,1486.57355970417,1695.44426763882,1413.87185102496,2008.75032954079,5
NHEJ,Optic nerve,Nhej1,94.6001061919246,20.6112105675286,76.6547170689401,110.856125472569,73.6154421367329,120.352060159379,5
NHEJ,Optic nerve,Paxx,547.51359301536,126.573983151614,464.792825916368,652.307008849902,389.238357924294,692.857637385853,5
NHEJ,Quadriceps femoris,Xrcc6,1331.45460530737,138.255304351136,1206.16797613454,1472.8600462261,1161.41870544612,1513.70094064042,9
NHEJ,Quadriceps femoris,Xrcc5,1719.51528443395,238.797508334998,1499.91557659619,1938.74314717361,1359.81421081651,2035.07115520612,9
NHEJ,Quadriceps femoris,Nhej1,219.482134879643,24.9841004992311,192.739307644967,239.856566095255,188.413064173852,247.320752180462,9
NHEJ,Quadriceps femoris,Paxx,202.811737088015,11.4551020146191,194.431890264996,205.18167865052,189.570090869461,221.283143593343,9
NHEJ,Retina,Xrcc6,441.634430065683,89.788739424872,384.756254745178,499.390504734396,253.201366505167,624.625625642838,27
NHEJ,Retina,Xrcc5,565.910683447774,158.695712344588,455.909411250154,674.050104305377,358.851959168049,941.157685851017,27
NHEJ,Retina,Nhej1,36.7827233026547,19.0385195638742,25.4644768238731,38.3702711136257,11.5870288944419,57.7289625482546,27
NHEJ,Retina,Paxx,619.58208493619,108.310787363016,566.888924150527,650.449359693781,441.548270835646,775.790013008661,27
NHEJ,Soleus,Xrcc6,696.599730675657,132.956971767339,630.159668247758,786.231235953473,429.782714987738,918.785312593678,18
NHEJ,Soleus,Xrcc5,522.08134102471,75.0535945944805,458.361141356312,577.354752577484,349.586674270097,633.872096842046,18
NHEJ,Soleus,Nhej1,107.058382776896,41.0351677085487,78.2736641904124,135.101323532865,36.0489668635971,155.296808075825,18
NHEJ,Soleus,Paxx,166.291176515488,45.3189356444744,134.873189218237,204.213693407997,81.5068684860028,238.528653061649,18
NHEJ,Spleen,Xrcc6,457.625376637356,65.6318182322064,404.020692632024,511.73630840124,387.427329396082,557.54203179649,9
NHEJ,Spleen,Xrcc5,377.07036280965,39.9635075366289,340.19872001128,409.73401661507,312.947049890017,428.069111270394,9
NHEJ,Spleen,Nhej1,101.842449756368,18.1426076019925,84.1522910617735,118.220485232062,78.5778002017914,122.744954413438,9
NHEJ,Spleen,Paxx,420.880051855835,54.2091649538791,402.097322149724,466.531964867449,312.067580674594,471.109745023839,9
NHEJ,Spleen-distal,Xrcc6,185.260098677258,33.750291156089,158.205227211368,207.537369255788,143.103407178687,246.819150729097,10
NHEJ,Spleen-distal,Xrcc5,127.576986744634,42.121286429412,107.590604963289,147.16516823111,48.8097461541404,206.527013132842,10
NHEJ,Spleen-distal,Nhej1,22.4539991745681,18.0322457251544,6.32145272473594,38.7020190180824,3.02766788098338,49.0545663330792,10
NHEJ,Spleen-distal,Paxx,98.6704914959848,34.4209359796155,79.1777600884757,114.841681881171,44.4978892487961,168.337564570213,10
