Group,TissueLabel,Pathway,PathwayDisplay,ComponentOrder,RequestedComponent,OfficialMouseSymbol,EnsemblID,MGI_ID,EntrezID,FlightExpressionLog2NormalizedCount,ExpressionWithinTissueScaled,log2FoldChange,tissue_meta_p,padj,Log2FCDisplayed,NominalPDisplayed,n_missions,n_analysis_units,expression_n_missions,expression_n_analysis_units,expression_n_flight_samples,ExpressionLabel,Log2FCLabel,DisplayComponent,Log2FCFullLabel
Optic nerve,"Optic nerve
视神经",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,3.18710116258719,0,-0.517454970285103,0.471770846211725,0.993773543207975,,FALSE,1,1,1,1,5,3.2,"",Exo1,-0.52
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,1.43768842771069,0,-1.13259673230317,0.0761898677987205,0.241067812141237,,FALSE,1,1,1,1,9,1.4,"",Exo1,-1.13
Retina,"Retina
视网膜",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,2.67710955054423,0,0.577780656220324,0.376329863100126,0.776530471699227,,FALSE,4,4,4,4,27,2.7,"",Exo1,+0.58
Soleus,"Soleus
比目鱼肌",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,2.6386570194451,0,0.804005650245155,0.053001738131061,0.153405356957444,,FALSE,3,3,3,3,18,2.6,"",Exo1,+0.80
Spleen,"Spleen
脾脏",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,6.74810593910285,0,0.163107931918016,0.557348664767112,0.999085092509181,,FALSE,1,1,1,1,9,6.7,"",Exo1,+0.16
Spleen-distal,"Spleen-distal
脾脏（远端）",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,3.91062557894218,0.102294436951596,0.811873741547017,0.147514940719458,0.857787011347148,,FALSE,1,1,1,1,10,3.9,"",Exo1,+0.81
Thymus,"Thymus
胸腺",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,6.06699661991604,0,-1.62132986666823,1.51307662683721e-09,2.01897901452584e-07,-1.62132986666823,TRUE,3,4,3,4,23,6.1,-1.62,Exo1,-1.62
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR_A-EJ,HR–A-EJ,23,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,1.47745239842615,0,1.22261874004397,0.167756165375372,0.579465302433162,,FALSE,1,1,1,1,9,1.5,"",Exo1,+1.22
Adrenal gland,"Adrenal gland
肾上腺",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,6.62179838423205,0.16714657499576,0.170839596498734,0.711848997378108,0.91832167281612,,FALSE,2,2,2,2,14,6.6,"",Dna2,+0.17
Bone marrow,"Bone marrow
骨髓",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,9.27794091473959,0.718517151738632,-0.0602874127916158,0.482045429535332,0.740105124362361,,FALSE,1,1,1,1,6,9.3,"",Dna2,-0.06
Cecum,"Cecum
盲肠",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,6.49457599271189,0.256130501040065,-0.197128792663424,0.357815150492898,1,,FALSE,1,1,1,1,5,6.5,"",Dna2,-0.20
Cerebellum,"Cerebellum
小脑",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,5.89196615296336,0.203596758583437,-0.0273470902166591,0.90777522869619,0.987220123086142,,FALSE,1,1,1,1,9,5.9,"",Dna2,-0.03
Colon,"Colon
结肠",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,7.75076562220774,0.195911012249785,-0.0654584239903063,0.802653184537293,1,,FALSE,1,1,1,1,4,7.8,"",Dna2,-0.07
Dorsal skin,"Dorsal skin
背部皮肤",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,8.22291925342099,0.268599160522082,-0.0367065360969485,0.993794653787518,1,,FALSE,2,5,2,5,30,8.2,"",Dna2,-0.04
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,4.93352429235471,0.193657056151633,0.376818318324708,0.0917347076544964,0.322006186940901,,FALSE,2,2,2,2,15,4.9,"",Dna2,+0.38
Eye,"Eye
眼",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,7.37112687586943,0.156444400242255,0.189554411015963,0.232837876423986,0.999687556394716,,FALSE,2,2,2,2,11,7.4,"",Dna2,+0.19
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,8.38245351855102,0.277689087411377,0.0110126871490449,0.926561615601655,0.9931994963393,,FALSE,1,1,1,1,9,8.4,"",Dna2,+0.01
Femoral skin,"Femoral skin
股部皮肤",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,7.95760816207081,0.253158867233621,-0.498562115709855,0.0737266408151143,1,,FALSE,1,1,1,1,2,8.0,"",Dna2,-0.50
Gastrocnemius,"Gastrocnemius
腓肠肌",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,4.12927931890657,0.202744084657682,3.06547731925855,0.225609313316501,1,,FALSE,1,2,1,2,10,4.1,"",Dna2,+3.07
Heart,"Heart
心脏",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,4.70022451877311,0.301134876157411,0.530516418168374,0.337676405161091,0.922932298391709,,FALSE,1,1,1,1,3,4.7,"",Dna2,+0.53
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,4.72838757073482,0.200930104598772,-0.389494424109048,0.116944399870139,1,,FALSE,1,2,1,2,10,4.7,"",Dna2,-0.39
Kidney,"Kidney
肾脏",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,8.11496721588795,0.506154564911803,-0.00737909096460681,0.956338433828989,1,,FALSE,4,9,4,9,55,8.1,"",Dna2,-0.01
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,8.12884581414374,0.754842900837551,0.117963627026909,0.39925134968684,0.935885584084004,,FALSE,2,3,2,3,24,8.1,"",Dna2,+0.12
Liver,"Liver
肝脏",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,8.13377599930903,0.760534479049859,-0.087584846292083,0.207182504821735,1,,FALSE,3,5,3,5,19,8.1,"",Dna2,-0.09
Lung,"Lung
肺",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,8.33529594599903,0.518291497662102,-0.00037903711530855,0.962848253870491,1,,FALSE,1,2,1,2,14,8.3,"",Dna2,-0.00
Mammary gland,"Mammary gland
乳腺",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,6.41915926873889,0.196846100666777,-0.380360854765463,0.234996829924427,0.718162442483295,,FALSE,1,2,1,2,10,6.4,"",Dna2,-0.38
Optic nerve,"Optic nerve
视神经",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,6.79844062687262,0.173548031383361,-0.0453506990261655,0.83347015845624,1,,FALSE,1,1,1,1,5,6.8,"",Dna2,-0.05
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,5.28460036989125,0.251365876416591,-0.06304622561166,0.743997623509771,0.884707105649251,,FALSE,1,1,1,1,9,5.3,"",Dna2,-0.06
Retina,"Retina
视网膜",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,6.21632166886408,0.258671686460281,0.00150063347759525,0.85552533441846,0.966534752473118,,FALSE,4,4,4,4,27,6.2,"",Dna2,+0.00
Soleus,"Soleus
比目鱼肌",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,4.92969525218614,0.180512707436978,0.495749613788737,0.00527651804994602,0.0269022409499403,0.495749613788737,TRUE,3,3,3,3,18,4.9,+0.50,Dna2,+0.50
Spleen,"Spleen
脾脏",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,8.32578264145009,0.373738939131485,0.247974123602584,0.133500681839776,0.779879404110657,,FALSE,1,1,1,1,9,8.3,"",Dna2,+0.25
Spleen-distal,"Spleen-distal
脾脏（远端）",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,4.75492910694808,0.28012418387487,-0.333838709581386,0.414503688852041,0.993779040229482,,FALSE,1,1,1,1,10,4.8,"",Dna2,-0.33
Thymus,"Thymus
胸腺",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,6.98922519167218,0.223832644560728,-0.878440024537548,5.12885886714515e-11,9.92338024688828e-09,-0.878440024537548,TRUE,3,4,3,4,23,7.0,-0.88,Dna2,-0.88
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR_A-EJ,HR–A-EJ,24,DNA2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,5.38513674789288,0.306153278950739,-0.166192501494022,0.466935176645988,0.861424124637319,,FALSE,1,1,1,1,9,5.4,"",Dna2,-0.17
Adrenal gland,"Adrenal gland
肾上腺",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,12.7706960439134,1,0.108280583862337,0.0477253533076196,0.322295947887633,0.108280583862337,TRUE,2,2,2,2,14,12.8,+0.11,Parp1,+0.11
Bone marrow,"Bone marrow
骨髓",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,10.0832996278776,0.975788141817367,-0.178171247251765,0.175254251955128,0.427403873245201,,FALSE,1,1,1,1,6,10.1,"",Parp1,-0.18
Cecum,"Cecum
盲肠",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,8.89426298743413,1,-0.0916730641782421,0.798756713624074,1,,FALSE,1,1,1,1,5,8.9,"",Parp1,-0.09
Cerebellum,"Cerebellum
小脑",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,10.0458687407862,0.867985483315172,0.150524382246286,0.11200574256998,0.539486153296935,,FALSE,1,1,1,1,9,10.0,"",Parp1,+0.15
Colon,"Colon
结肠",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,10.4346103863326,0.989628194329987,-0.188474599853041,0.431235141586469,1,,FALSE,1,1,1,1,4,10.4,"",Parp1,-0.19
Dorsal skin,"Dorsal skin
背部皮肤",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,10.4421119513561,0.82478189448547,0.0446524992423593,0.615559468005711,1,,FALSE,2,5,2,5,30,10.4,"",Parp1,+0.04
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,11.7323544658471,1,-0.081546174586363,0.0236905569607275,0.135409216166121,-0.081546174586363,TRUE,2,2,2,2,15,11.7,-0.08,Parp1,-0.08
Eye,"Eye
眼",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,11.8329637675339,1,-0.0698069132558457,0.197047283212501,0.999687556394716,,FALSE,2,2,2,2,11,11.8,"",Parp1,-0.07
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,10.5114424974706,0.862801007665177,-0.0134544969938475,0.831080365663486,0.987923562388671,,FALSE,1,1,1,1,9,10.5,"",Parp1,-0.01
Femoral skin,"Femoral skin
股部皮肤",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,10.6132682510163,0.906333547990241,0.0284073045851928,0.859757613448589,1,,FALSE,1,1,1,1,2,10.6,"",Parp1,+0.03
Gastrocnemius,"Gastrocnemius
腓肠肌",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,9.62366407683062,1,-0.087148888003615,0.853624565864818,1,,FALSE,1,2,1,2,10,9.6,"",Parp1,-0.09
Heart,"Heart
心脏",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,9.61515344918281,1,0.352606936341436,0.0807927367253918,0.698190879769343,,FALSE,1,1,1,1,3,9.6,"",Parp1,+0.35
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,10.7882980373628,1,-0.13438845719006,0.128899901337312,1,,FALSE,1,2,1,2,10,10.8,"",Parp1,-0.13
Kidney,"Kidney
肾脏",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,10.9390779439908,0.984228368435752,-0.0376445287937639,0.453272906964046,0.878002531297348,,FALSE,4,9,4,9,55,10.9,"",Parp1,-0.04
Left lobe of the liver,"Left lobe of the liver
肝左叶",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,10.287200544527,1,0.0667808042432819,0.444582245879368,0.96975307074459,,FALSE,2,3,2,3,24,10.3,"",Parp1,+0.07
Liver,"Liver
肝脏",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,10.1062943851254,1,0.011674448695636,0.758422693127129,1,,FALSE,3,5,3,5,19,10.1,"",Parp1,+0.01
Lung,"Lung
肺",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,10.8546773951991,0.992544956184521,0.0944504056803098,0.344962608148097,1,,FALSE,1,2,1,2,14,10.9,"",Parp1,+0.09
Mammary gland,"Mammary gland
乳腺",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,11.6698249866068,1,0.294176499533905,0.0496743240134135,0.446411396553164,0.294176499533905,TRUE,1,2,1,2,10,11.7,+0.29,Parp1,+0.29
Optic nerve,"Optic nerve
视神经",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,11.1898460154778,0.985862973323864,-0.135752442344901,0.329780459743908,0.936421298378424,,FALSE,1,1,1,1,5,11.2,"",Parp1,-0.14
Quadriceps femoris,"Quadriceps femoris
股四头肌",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,11.3286603745927,1,-0.0692931835522474,0.427580160016163,0.680616258350506,,FALSE,1,1,1,1,9,11.3,"",Parp1,-0.07
Retina,"Retina
视网膜",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,10.8796607608677,1,-0.0927116917170591,0.0331258147964161,0.318442511362849,-0.0927116917170591,TRUE,4,4,4,4,27,10.9,-0.09,Parp1,-0.09
Soleus,"Soleus
比目鱼肌",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,10.097400358883,1,0.0896383019685479,0.00870185295777402,0.0400337875813363,0.0896383019685479,TRUE,3,3,3,3,18,10.1,+0.09,Parp1,+0.09
Spleen,"Spleen
脾脏",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,11.0612994101479,1,-0.234122426678675,0.0634836913022002,0.610977009424057,,FALSE,1,1,1,1,9,11.1,"",Parp1,-0.23
Spleen-distal,"Spleen-distal
脾脏（远端）",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,8.72245561293919,1,-0.0258642933496412,0.858342654639442,1,,FALSE,1,1,1,1,10,8.7,"",Parp1,-0.03
Thymus,"Thymus
胸腺",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,9.83392811248657,1,-0.351381109900576,0.000826390996240991,0.0112352156656269,-0.351381109900576,TRUE,3,4,3,4,23,9.8,-0.35,Parp1,-0.35
Tibialis anterior,"Tibialis anterior
胫骨前肌",A-EJ,A-EJ,25,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,11.4333394953285,1,-0.0992207347022131,0.138205400008575,0.528059790789807,,FALSE,1,1,1,1,9,11.4,"",Parp1,-0.10
Adrenal gland,"Adrenal gland
肾上腺",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,5.95866081040597,0.0648941671712411,-0.326180308726084,0.0404214910273099,0.299043499022442,-0.326180308726084,TRUE,2,2,2,2,14,6.0,-0.33,Polq,-0.33
Bone marrow,"Bone marrow
骨髓",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,9.06536942973832,0.650611415429286,-0.570166108519924,1.69763147000666e-05,0.000467256738739815,-0.570166108519924,TRUE,1,1,1,1,6,9.1,-0.57,Polq,-0.57
Cecum,"Cecum
盲肠",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,6.80184371515757,0.351969175433567,0.106283893151695,0.730528007700387,1,,FALSE,1,1,1,1,5,6.8,"",Polq,+0.11
Cerebellum,"Cerebellum
小脑",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,6.51426473281403,0.30312922260447,-0.103447040752528,0.632498670214038,0.932148331741879,,FALSE,1,1,1,1,9,6.5,"",Polq,-0.10
Colon,"Colon
结肠",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,8.00584930425734,0.271349168739835,0.240718741750283,0.473697587856078,1,,FALSE,1,1,1,1,4,8.0,"",Polq,+0.24
Dorsal skin,"Dorsal skin
背部皮肤",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,8.05057061459698,0.225404472099937,-0.22392392785177,0.464727490430456,1,,FALSE,2,5,2,5,30,8.1,"",Polq,-0.22
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,5.6361500656951,0.280675302914058,0.0603454986301784,0.721177461485887,0.892337385325996,,FALSE,2,2,2,2,15,5.6,"",Polq,+0.06
Eye,"Eye
眼",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,7.82724207845382,0.243915151815278,-0.0909683488281959,0.340654445370425,0.999687556394716,,FALSE,2,2,2,2,11,7.8,"",Polq,-0.09
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,8.0857912950114,0.196157146663559,-0.0371988442891996,0.886022121982547,0.992180460660013,,FALSE,1,1,1,1,9,8.1,"",Polq,-0.04
Femoral skin,"Femoral skin
股部皮肤",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,7.70270199325346,0.190463247363731,-0.582905993138381,0.155112827288257,1,,FALSE,1,1,1,1,2,7.7,"",Polq,-0.58
Gastrocnemius,"Gastrocnemius
腓肠肌",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,3.03295388934216,0.0295700506848698,-2.43725759559716,0.802097061466817,1,,FALSE,1,2,1,2,10,3.0,"",Polq,-2.44
Heart,"Heart
心脏",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,7.48312160922375,0.726315235813664,0.723027822829942,0.0078037094200356,0.285148501226781,0.723027822829942,TRUE,1,1,1,1,3,7.5,+0.72,Polq,+0.72
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,8.17479667488649,0.676572942202215,-0.317341841874161,0.171587322062769,1,,FALSE,1,2,1,2,10,8.2,"",Polq,-0.32
Kidney,"Kidney
肾脏",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,5.38990618527948,0.0448481866689595,0.109227077238019,0.374266415080438,0.831297052355051,,FALSE,4,9,4,9,55,5.4,"",Polq,+0.11
Left lobe of the liver,"Left lobe of the liver
肝左叶",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,3.22520210236646,0.0812969835524729,-0.471885618798135,0.115754042985319,0.560513702324126,,FALSE,2,3,2,3,24,3.2,"",Polq,-0.47
Liver,"Liver
肝脏",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,3.34389334058986,0.00054533404094899,0.608874639221683,0.759689757143589,1,,FALSE,3,5,3,5,19,3.3,"",Polq,+0.61
Lung,"Lung
肺",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,6.22240284975629,0.120556228673985,-0.103012700960148,0.540542211462546,1,,FALSE,1,2,1,2,14,6.2,"",Polq,-0.10
Mammary gland,"Mammary gland
乳腺",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,6.57483825171054,0.223479575439884,-0.260998888756875,0.523956687554191,0.913098153516138,,FALSE,1,2,1,2,10,6.6,"",Polq,-0.26
Optic nerve,"Optic nerve
视神经",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,6.5251061598367,0.122987071491852,0.0478235995083282,0.920703614167205,1,,FALSE,1,1,1,1,5,6.5,"",Polq,+0.05
Quadriceps femoris,"Quadriceps femoris
股四头肌",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,7.50082060367684,0.531182274758586,-0.0318944841920391,0.899996819770658,0.959119555255462,,FALSE,1,1,1,1,9,7.5,"",Polq,-0.03
Retina,"Retina
视网膜",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,7.51100370246317,0.466943511010967,0.0711352261931872,0.250822218736752,0.677429747940875,,FALSE,4,4,4,4,27,7.5,"",Polq,+0.07
Soleus,"Soleus
比目鱼肌",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,7.00527003011593,0.513413192023296,-0.214426263216093,0.0260252307648365,0.0921718506586548,-0.214426263216093,TRUE,3,3,3,3,18,7.0,-0.21,Polq,-0.21
Spleen,"Spleen
脾脏",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,8.39722020584225,0.391354388591742,0.44252007104957,0.0973911222918265,0.706587752688989,,FALSE,1,1,1,1,9,8.4,"",Polq,+0.44
Spleen-distal,"Spleen-distal
脾脏（远端）",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,3.2846836944464,0,-0.27619271414124,0.611781405488629,0.997924279356455,,FALSE,1,1,1,1,10,3.3,"",Polq,-0.28
Thymus,"Thymus
胸腺",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,6.76621485852436,0.161339329087311,-1.25616458167279,4.01730201893927e-08,3.50320052395219e-06,-1.25616458167279,TRUE,3,4,3,4,23,6.8,-1.26,Polq,-1.26
Tibialis anterior,"Tibialis anterior
胫骨前肌",A-EJ,A-EJ,26,PolQ,Polq,ENSMUSG00000034206,MGI:2155399,77782,6.14167232939485,0.398120625973034,-0.0941050912534439,0.596047164709973,0.930178776108544,,FALSE,1,1,1,1,9,6.1,"",Polq,-0.09
Adrenal gland,"Adrenal gland
肾上腺",A-EJ,A-EJ,27,XRCC1,Xrcc1,ENSMUSG00000051768,MGI:99137,22594,10.4827981063395,0.762492900973704,0.0561713475591323,0.219505248723071,0.622915672499697,,FALSE,2,2,2,2,14,10.5,"",Xrcc1,+0.06
Bone marrow,"Bone marrow
骨髓",A-EJ,A-EJ,27,XRCC1,Xrcc1,ENSMUSG00000051768,MGI:99137,22594,8.42799495197543,0.447002811871687,-0.347262393983749,0.000554385073866646,0.00728365931815617,-0.347262393983749,TRUE,1,1,1,1,6,8.4,-0.35,Xrcc1,-0.35
Cecum,"Cecum
盲肠",A-EJ,A-EJ,27,XRCC1,Xrcc1,ENSMUSG00000051768,MGI:99137,22594,7.26453021723061,0.49628391394726,-0.531483127284194,0.0291115635830947,0.949510334519976,-0.531483127284194,TRUE,1,1,1,1,5,7.3,-0.53,Xrcc1,-0.53
Cerebellum,"Cerebellum
小脑",A-EJ,A-EJ,27,XRCC1,Xrcc1,ENSMUSG00000051768,MGI:99137,22594,6.99234688547328,0.379595241006881,-0.310311493482994,0.174353850893403,0.646189697175949,,FALSE,1,1,1,1,9,7.0,"",Xrcc1,-0.31
Colon,"Colon
结肠",A-EJ,A-EJ,27,XRCC1,Xrcc1,ENSMUSG00000051768,MGI:99137,22594,9.12925193664496,0.603582978846558,-0.162942457047588,0.306854966501935,1,,FALSE,1,1,1,1,4,9.1,"",Xrcc1,-0.16
Dorsal skin,"Dorsal skin
背部皮肤",A-EJ,A-EJ,27,XRCC1,Xrcc1,ENSMUSG00000051768,MGI:99137,22594,9.23006926614365,0.521015026935378,-0.07926919960928,0.678572454590856,1,,FALSE,2,5,2,5,30,9.2,"",Xrcc1,-0.08
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",A-EJ,A-EJ,27,XRCC1,Xrcc1,ENSMUSG00000051768,MGI:99137,22594,9.43489470654274,0.751139255543045,0.104380708491219,0.123939790965304,0.383670371859738,,FALSE,2,2,2,2,15,9.4,"",Xrcc1,+0.10
Eye,"Eye
眼",A-EJ,A-EJ,27,XRCC1,Xrcc1,ENSMUSG00000051768,MGI:99137,22594,10.3479530028618,0.72732039199799,0.171924863829647,0.235404078443483,0.999687556394716,,FALSE,2,2,2,2,11,10.3,"",Xrcc1,+0.17
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",A-EJ,A-EJ,27,XRCC1,Xrcc1,ENSMUSG00000051768,MGI:99137,22594,9.94335649817635,0.706673431051304,-0.127524591391951,0.331078328105334,0.917989116124345,,FALSE,1,1,1,1,9,9.9,"",Xrcc1,-0.13
Femoral skin,"Femoral skin
股部皮肤",A-EJ,A-EJ,27,XRCC1,Xrcc1,ENSMUSG00000051768,MGI:99137,22594,10.0224128844468,0.761009315028779,-0.0297120577004343,0.885889513467672,1,,FALSE,1,1,1,1,2,10.0,"",Xrcc1,-0.03
Gastrocnemius,"Gastrocnemius
腓肠肌",A-EJ,A-EJ,27,XRCC1,Xrcc1,ENSMUSG00000051768,MGI:99137,22594,7.06164486721971,0.665936451987923,-0.324567849755165,0.139237533863814,1,,FALSE,1,2,1,2,10,7.1,"",Xrcc1,-0.32
