Tissue,Pathway,EnsemblID,Gene_Symbol,EntrezID,Spaceflight_Log2FC,Meta_P_value,FDR_padj,n_missions,n_analysis_units,Flight_Samples_Count
Femoral skin,FA,ENSMUSG00000034023,Fancd2,211651,-0.160353283375793,0.679629006768856,1.0,1,1,2
Femoral skin,FA,ENSMUSG00000039187,Fanci,208836,-0.396168696232338,0.35190242987873,1.0,1,1,2
Gastrocnemius,BER,ENSMUSG00000029591,Ung,22256,-0.0024031052702341,0.936103195914346,1.0,1,2,10
Gastrocnemius,BER,ENSMUSG00000030271,Ogg1,18294,-0.118241656641076,0.986697838781233,1.0,1,2,10
Gastrocnemius,BER,ENSMUSG00000032298,Neil1,72774,0.164780664782761,0.915494755445615,1.0,1,2,10
Gastrocnemius,BER,ENSMUSG00000035960,Apex1,11792,0.241521407701404,0.834438404768461,1.0,1,2,10
Gastrocnemius,BER,ENSMUSG00000002963,Pnkp,59047,-0.668342960882025,0.169204825222488,1.0,1,2,10
Gastrocnemius,BER,ENSMUSG00000024742,Fen1,14156,0.262334380893534,0.891814784654304,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000028329,Xpa,22590,-0.267429116335068,0.647818797143763,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000030094,Xpc,22591,0.346493850386958,0.939025545484474,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000028426,Rad23b,19359,-0.0128654110174534,0.821158084067353,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000031347,Cetn2,26370,0.0097040018259587,0.873411158453904,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000021694,Ercc8,71991,0.232022700865093,0.780386377496754,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000054051,Ercc6,319955,0.088745046350049,0.708571151058266,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000024740,Ddb1,13194,-0.0832145667900771,0.742098053866963,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000002109,Ddb2,107986,-0.800749217574415,0.462081711454319,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000024382,Ercc3,13872,-0.0514282105411961,0.921938204135229,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000030400,Ercc2,13871,-0.26510298394867,0.625158503967472,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000034345,Gtf2h5,66467,-0.0960190109335245,0.631917585146288,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000029387,Gtf2h3,209357,0.169780990235423,0.703549425847479,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000021639,Gtf2h2,23894,-0.308202934458108,0.524266308680718,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000001524,Gtf2h4,14885,0.105259376135848,0.691302626516271,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000006599,Gtf2h1,14884,0.423281786591799,0.115624395224026,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000003549,Ercc1,13870,-0.19749881541002,0.539621465734257,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000022545,Ercc4,50505,0.060806188287706,0.60222288250109,1.0,1,2,10
Gastrocnemius,NER,ENSMUSG00000026048,Ercc5,22592,0.587282578698742,0.242674270259468,1.0,1,2,10
Gastrocnemius,MMR,ENSMUSG00000032498,Mlh1,17350,-0.84776100198826,0.203394457560802,1.0,1,2,10
Gastrocnemius,MMR,ENSMUSG00000024151,Msh2,17685,-0.405021029382508,0.471369473794237,1.0,1,2,10
Gastrocnemius,MMR,ENSMUSG00000014850,Msh3,17686,0.185003573896577,0.82104764235732,1.0,1,2,10
Gastrocnemius,MMR,ENSMUSG00000005370,Msh6,17688,-0.789586035909026,0.208547386906384,1.0,1,2,10
Gastrocnemius,MMR,ENSMUSG00000079109,Pms2,18861,0.330299652350949,0.757332763458893,1.0,1,2,10
Gastrocnemius,FA,ENSMUSG00000032815,Fanca,14087,0.874031049473377,0.370495370175063,1.0,1,1,6
Gastrocnemius,FA,ENSMUSG00000047757,Fancb,237211,-3.18353212311677,0.115725077601356,1.0,1,2,10
Gastrocnemius,FA,ENSMUSG00000021461,Fancc,14088,-1.28586744936165,0.281724549292003,1.0,1,2,10
Gastrocnemius,FA,ENSMUSG00000007570,Fance,72775,-1.47480129564003,0.662347155252527,1.0,1,2,10
Gastrocnemius,FA,ENSMUSG00000092118,Fancf,100040608,1.10613493736985,0.926192648113705,1.0,1,2,10
Gastrocnemius,FA,ENSMUSG00000028453,Fancg,60534,-0.355060590113085,0.209266195493802,1.0,1,1,6
Gastrocnemius,FA,ENSMUSG00000004018,Fancl,67030,-0.591957318366841,0.296161669524686,1.0,1,2,10
Gastrocnemius,FA,ENSMUSG00000026429,Ube2t,67196,0.0137239268650255,0.861929042681216,1.0,1,2,10
Gastrocnemius,FA,ENSMUSG00000055884,Fancm,104806,2.3402105126028,0.0585958900528098,1.0,1,2,10
Gastrocnemius,FA,ENSMUSG00000003662,Ciao1,26371,-0.388470898618026,0.327270244793034,1.0,1,2,10
Gastrocnemius,FA,ENSMUSG00000031879,Ciao2b,68523,-0.133811461566983,0.610962461356546,1.0,1,2,10
Gastrocnemius,FA,ENSMUSG00000025384,Faap100,71885,0.170628022982484,0.234990923205129,1.0,1,2,10
Gastrocnemius,FA,ENSMUSG00000073684,Faap20,67513,0.395878420316123,0.509747576703458,1.0,1,2,10
Gastrocnemius,FA,ENSMUSG00000030493,Faap24,101831,0.235693966588075,0.804852452544577,1.0,1,2,10
Gastrocnemius,FA,ENSMUSG00000034023,Fancd2,211651,0.264417005514091,0.48554024752824,1.0,1,1,6
Gastrocnemius,FA,ENSMUSG00000039187,Fanci,208836,1.0308727290146,0.285160396070467,1.0,1,1,6
Heart,BER,ENSMUSG00000029591,Ung,22256,0.218642637107877,0.340604909826745,0.924517927020393,1,1,3
Heart,BER,ENSMUSG00000030271,Ogg1,18294,0.138328262617276,0.706073037308903,0.985732632935876,1,1,3
Heart,BER,ENSMUSG00000032298,Neil1,72774,-0.245705223970845,0.462788660014136,0.955509410524513,1,1,3
Heart,BER,ENSMUSG00000035960,Apex1,11792,0.121257925688962,0.563001791154361,0.966459054137479,1,1,3
Heart,BER,ENSMUSG00000002963,Pnkp,59047,-0.0795044025240187,0.726340883542093,0.985732632935876,1,1,3
Heart,BER,ENSMUSG00000024742,Fen1,14156,-0.195250691230983,0.497783962232234,0.957908279856591,1,1,3
Heart,NER,ENSMUSG00000028329,Xpa,22590,-0.305986158887888,0.333051659449513,0.922097821066371,1,1,3
Heart,NER,ENSMUSG00000030094,Xpc,22591,0.114411798189786,0.593676671159718,0.970574871204486,1,1,3
Heart,NER,ENSMUSG00000028426,Rad23b,19359,0.25569873106016,0.0657073315855123,0.653134769491721,1,1,3
Heart,NER,ENSMUSG00000031347,Cetn2,26370,-0.207771036910159,0.345458909395242,0.926484540167965,1,1,3
Heart,NER,ENSMUSG00000021694,Ercc8,71991,-0.257536093095672,0.499463409543524,0.958804341965008,1,1,3
Heart,NER,ENSMUSG00000054051,Ercc6,319955,-0.093168986941712,0.705202718371221,0.985732632935876,1,1,3
Heart,NER,ENSMUSG00000024740,Ddb1,13194,0.0577673922195504,0.719574897490755,0.985732632935876,1,1,3
Heart,NER,ENSMUSG00000002109,Ddb2,107986,0.0585082476472427,0.822588792292843,0.989787718900497,1,1,3
Heart,NER,ENSMUSG00000024382,Ercc3,13872,0.109868659088876,0.593546877199297,0.970574871204486,1,1,3
Heart,NER,ENSMUSG00000030400,Ercc2,13871,-0.501581718454193,0.219151597738268,0.869909360294082,1,1,3
Heart,NER,ENSMUSG00000034345,Gtf2h5,66467,-0.137202072671889,0.544924372512854,0.963897240225587,1,1,3
Heart,NER,ENSMUSG00000029387,Gtf2h3,209357,0.0928390922620202,0.708810787001589,0.985732632935876,1,1,3
Heart,NER,ENSMUSG00000021639,Gtf2h2,23894,0.0898109046828895,0.676397610626222,0.983782034909747,1,1,3
Heart,NER,ENSMUSG00000001524,Gtf2h4,14885,0.0309304914118987,0.911008369696549,0.997071201838746,1,1,3
Heart,NER,ENSMUSG00000006599,Gtf2h1,14884,0.0360265998248214,0.862800726715533,0.99252935535674,1,1,3
Heart,NER,ENSMUSG00000003549,Ercc1,13870,-0.599849676207708,0.0129578180605617,0.353633893859272,1,1,3
Heart,NER,ENSMUSG00000022545,Ercc4,50505,0.15267512357719,0.544302546268593,0.96368273794029,1,1,3
Heart,NER,ENSMUSG00000026048,Ercc5,22592,-0.120210111189901,0.500721062635355,0.959913763974604,1,1,3
Heart,MMR,ENSMUSG00000032498,Mlh1,17350,0.0860280401732448,0.723236959880155,0.985732632935876,1,1,3
Heart,MMR,ENSMUSG00000024151,Msh2,17685,0.138352207202837,0.478389857378613,0.955573514221196,1,1,3
Heart,MMR,ENSMUSG00000014850,Msh3,17686,-0.235775683948883,0.242357306052451,0.886436474551438,1,1,3
Heart,MMR,ENSMUSG00000005370,Msh6,17688,0.213148866672682,0.353110351330431,0.931648163432306,1,1,3
Heart,MMR,ENSMUSG00000079109,Pms2,18861,0.622051250220115,0.050887507997829,0.60299121577133,1,1,3
Heart,FA,ENSMUSG00000032815,Fanca,14087,0.0527259569247518,0.918951295264895,0.998183350165821,1,1,3
Heart,FA,ENSMUSG00000047757,Fancb,237211,0.705501348837604,0.185878685535459,0.851345428799552,1,1,3
Heart,FA,ENSMUSG00000021461,Fancc,14088,-0.0168675275751978,0.948990844775089,0.998922327191333,1,1,3
Heart,FA,ENSMUSG00000007570,Fance,72775,-0.177690599120233,0.526248918639014,0.962650711319582,1,1,3
Heart,FA,ENSMUSG00000092118,Fancf,100040608,0.237635628474233,0.678796726037023,0.984146050366648,1,1,3
Heart,FA,ENSMUSG00000028453,Fancg,60534,-0.81963854488456,0.117850684462724,0.759629841774468,1,1,3
Heart,FA,ENSMUSG00000004018,Fancl,67030,0.170138567799683,0.542252073434725,0.96368273794029,1,1,3
Heart,FA,ENSMUSG00000026429,Ube2t,67196,0.193736822051674,0.596764578100085,0.970574871204486,1,1,3
Heart,FA,ENSMUSG00000055884,Fancm,104806,1.51657947449952,0.112641599105336,0.753459743667024,1,1,3
Heart,FA,ENSMUSG00000003662,Ciao1,26371,-0.047607770932331,0.806453953695179,0.989787718900497,1,1,3
Heart,FA,ENSMUSG00000031879,Ciao2b,68523,0.112141496684714,0.620495702771811,0.973896834818395,1,1,3
Heart,FA,ENSMUSG00000025384,Faap100,71885,0.634737385370252,0.0260872571179867,0.472040520835428,1,1,3
Heart,FA,ENSMUSG00000073684,Faap20,67513,-0.421695728911931,0.170350271247762,0.832065880655513,1,1,3
Heart,FA,ENSMUSG00000030493,Faap24,101831,0.24029380190631,0.648534062675011,0.979676091773051,1,1,3
Heart,FA,ENSMUSG00000034023,Fancd2,211651,1.40606543150363,0.184982460717857,0.850661902246764,1,1,3
Heart,FA,ENSMUSG00000039187,Fanci,208836,0.47846997869068,0.63684352884628,0.97794885308472,1,1,3
Heart / Heart right ventricle,BER,ENSMUSG00000029591,Ung,22256,0.0695903833464862,0.596294179184441,1.0,1,2,10
Heart / Heart right ventricle,BER,ENSMUSG00000030271,Ogg1,18294,-0.0225959906608674,0.845965708068259,1.0,1,2,10
Heart / Heart right ventricle,BER,ENSMUSG00000032298,Neil1,72774,-0.176628582539445,0.0820686369999417,1.0,1,2,10
Heart / Heart right ventricle,BER,ENSMUSG00000035960,Apex1,11792,-0.1245164433357,0.264456286757514,1.0,1,2,10
Heart / Heart right ventricle,BER,ENSMUSG00000002963,Pnkp,59047,-0.144435394079297,0.261030033332579,1.0,1,2,10
Heart / Heart right ventricle,BER,ENSMUSG00000024742,Fen1,14156,-0.0678889331560714,0.620497246687206,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000028329,Xpa,22590,0.0387430949678006,0.793797444641956,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000030094,Xpc,22591,0.0572929840622503,0.720894847112726,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000028426,Rad23b,19359,-0.01450538917051,0.929050259197212,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000031347,Cetn2,26370,-0.0538195341661412,0.768231687372145,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000021694,Ercc8,71991,-0.0921107613051152,0.49986500043274,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000054051,Ercc6,319955,-0.0809529738166187,0.773913461479623,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000024740,Ddb1,13194,0.0877558065334089,0.479467454597004,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000002109,Ddb2,107986,0.116331444551571,0.314014185223427,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000024382,Ercc3,13872,-0.0746944746324461,0.280704201231219,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000030400,Ercc2,13871,-0.0528440766413272,0.674347574678344,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000034345,Gtf2h5,66467,-0.156762002611812,0.296983215101111,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000029387,Gtf2h3,209357,-0.0330517326323793,0.76629180543132,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000021639,Gtf2h2,23894,-0.0272060890351156,0.825078901023536,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000001524,Gtf2h4,14885,-0.179780894720104,0.229107159043609,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000006599,Gtf2h1,14884,-0.0138578709473529,0.899596511813052,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000003549,Ercc1,13870,0.0336445804376077,0.726319138058759,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000022545,Ercc4,50505,-0.039733153810977,0.718990157467706,1.0,1,2,10
Heart / Heart right ventricle,NER,ENSMUSG00000026048,Ercc5,22592,0.0928480604280754,0.431993332100019,1.0,1,2,10
Heart / Heart right ventricle,MMR,ENSMUSG00000032498,Mlh1,17350,0.0644925587696505,0.60939294193685,1.0,1,2,10
Heart / Heart right ventricle,MMR,ENSMUSG00000024151,Msh2,17685,0.0852228125340614,0.457074890392225,1.0,1,2,10
Heart / Heart right ventricle,MMR,ENSMUSG00000014850,Msh3,17686,-0.132643807124091,0.301516743955279,1.0,1,2,10
Heart / Heart right ventricle,MMR,ENSMUSG00000005370,Msh6,17688,0.0172641539504233,0.917585335266707,1.0,1,2,10
Heart / Heart right ventricle,MMR,ENSMUSG00000079109,Pms2,18861,0.0656278221772535,0.622155778550903,1.0,1,2,10
Heart / Heart right ventricle,FA,ENSMUSG00000032815,Fanca,14087,-0.407829902071751,0.104245553715906,1.0,1,2,10
Heart / Heart right ventricle,FA,ENSMUSG00000047757,Fancb,237211,-0.158037064923013,0.317865143267434,1.0,1,2,10
Heart / Heart right ventricle,FA,ENSMUSG00000021461,Fancc,14088,-0.07326324495704,0.632699068392129,1.0,1,2,10
Heart / Heart right ventricle,FA,ENSMUSG00000007570,Fance,72775,-0.0761397374235289,0.631403432264897,1.0,1,2,10
Heart / Heart right ventricle,FA,ENSMUSG00000092118,Fancf,100040608,-0.13428830566531,0.432969150866415,1.0,1,2,10
Heart / Heart right ventricle,FA,ENSMUSG00000028453,Fancg,60534,0.0472804909051599,0.831266584961428,1.0,1,2,10
Heart / Heart right ventricle,FA,ENSMUSG00000004018,Fancl,67030,-0.214054592823658,0.455315412496126,1.0,1,2,10
Heart / Heart right ventricle,FA,ENSMUSG00000026429,Ube2t,67196,-0.576454398089582,0.0404237794629927,1.0,1,2,10
Heart / Heart right ventricle,FA,ENSMUSG00000055884,Fancm,104806,-0.20236376273484,0.516401780218234,1.0,1,2,10
Heart / Heart right ventricle,FA,ENSMUSG00000003662,Ciao1,26371,-0.147954255282652,0.214500224838041,1.0,1,2,10
Heart / Heart right ventricle,FA,ENSMUSG00000031879,Ciao2b,68523,-0.21354183723193,0.397925394148949,1.0,1,2,10
Heart / Heart right ventricle,FA,ENSMUSG00000025384,Faap100,71885,-0.24506852547853,0.0853331010510415,1.0,1,2,10
Heart / Heart right ventricle,FA,ENSMUSG00000073684,Faap20,67513,0.144056355778262,0.276614099359409,1.0,1,2,10
Heart / Heart right ventricle,FA,ENSMUSG00000030493,Faap24,101831,-0.0957085244228757,0.512883637847094,1.0,1,2,10
Heart / Heart right ventricle,FA,ENSMUSG00000034023,Fancd2,211651,-0.161773972487455,0.648449834951973,1.0,1,2,10
Heart / Heart right ventricle,FA,ENSMUSG00000039187,Fanci,208836,-0.519045054198104,0.178320850278625,1.0,1,2,10
Kidney,BER,ENSMUSG00000029591,Ung,22256,0.0085735161645543,0.841932189268867,1.0,4,9,55
Kidney,BER,ENSMUSG00000030271,Ogg1,18294,-0.107426338206279,0.926631022172841,1.0,4,9,55
Kidney,BER,ENSMUSG00000032298,Neil1,72774,-0.0175954680285614,0.809393313509958,0.995729257575216,4,9,55
Kidney,BER,ENSMUSG00000035960,Apex1,11792,-0.0853855857108394,0.158388275127607,0.657737155846433,4,9,55
Kidney,BER,ENSMUSG00000002963,Pnkp,59047,-0.0373163956323022,0.700670024511092,0.968684757586158,4,9,55
Kidney,BER,ENSMUSG00000024742,Fen1,14156,0.0488576105289397,0.32152588540629,0.797288402214776,4,9,55
Kidney,NER,ENSMUSG00000028329,Xpa,22590,-0.0471581124264791,0.584878779020911,0.933948952581093,4,9,55
Kidney,NER,ENSMUSG00000030094,Xpc,22591,-0.0536987082093898,0.602159189210571,0.939343296849752,4,9,55
Kidney,NER,ENSMUSG00000028426,Rad23b,19359,0.114812055618698,0.147988840634118,0.645290762136079,4,9,55
Kidney,NER,ENSMUSG00000031347,Cetn2,26370,-0.10164956268115,0.192737277057056,0.690796625464742,4,9,55
Kidney,NER,ENSMUSG00000021694,Ercc8,71991,-0.0025592743238588,0.803858340237263,0.994505055718643,4,9,55
Kidney,NER,ENSMUSG00000054051,Ercc6,319955,0.128984168417905,0.658306288996514,0.956230601243397,4,9,55
Kidney,NER,ENSMUSG00000024740,Ddb1,13194,-0.0444695132463843,0.299260698211198,0.781506032806995,4,9,55
Kidney,NER,ENSMUSG00000002109,Ddb2,107986,0.0154166591703217,0.999263107227986,1.0,4,9,55
Kidney,NER,ENSMUSG00000024382,Ercc3,13872,-0.0240525875636871,0.612489111559436,0.943764556949151,4,9,55
Kidney,NER,ENSMUSG00000030400,Ercc2,13871,-0.094471366819925,0.296635726667814,0.780360667295941,4,9,55
Kidney,NER,ENSMUSG00000034345,Gtf2h5,66467,-0.0499015456175301,8.10118106358172e-07,0.0005048572233502,4,9,55
Kidney,NER,ENSMUSG00000029387,Gtf2h3,209357,0.0329163041689787,0.987439819346142,1.0,4,9,55
Kidney,NER,ENSMUSG00000021639,Gtf2h2,23894,-0.0892576423454129,0.308428665772548,0.78824438495446,4,9,55
Kidney,NER,ENSMUSG00000001524,Gtf2h4,14885,0.0075244726897461,0.935323685437923,1.0,4,9,55
Kidney,NER,ENSMUSG00000006599,Gtf2h1,14884,-0.0335444208526836,0.521917483870912,0.906961338902331,4,9,55
Kidney,NER,ENSMUSG00000003549,Ercc1,13870,-0.0338781042264255,0.804677782115931,0.994636003788561,4,9,55
Kidney,NER,ENSMUSG00000022545,Ercc4,50505,-0.0130246150389726,0.8120650878606,0.995730985712751,4,9,55
Kidney,NER,ENSMUSG00000026048,Ercc5,22592,0.106543635601047,0.0222851805647005,0.32574339890815,4,9,55
Kidney,MMR,ENSMUSG00000032498,Mlh1,17350,0.0887803351293557,0.154981409665554,0.654882926864175,4,9,55
Kidney,MMR,ENSMUSG00000024151,Msh2,17685,0.0783989077982688,0.459585876670594,0.88028395923984,4,9,55
Kidney,MMR,ENSMUSG00000014850,Msh3,17686,0.0487003821845895,0.368662191100655,0.827494026334782,4,9,55
Kidney,MMR,ENSMUSG00000005370,Msh6,17688,-0.0033232310682103,0.941204232681333,1.0,4,9,55
Kidney,MMR,ENSMUSG00000079109,Pms2,18861,0.0764801910390482,0.266019615138977,0.757912201990047,4,9,55
Kidney,FA,ENSMUSG00000032815,Fanca,14087,0.0962178402948647,0.708159306465077,0.970262784719581,4,9,55
Kidney,FA,ENSMUSG00000047757,Fancb,237211,0.0653329274196765,0.530068386730568,0.910920485328202,4,9,55
Kidney,FA,ENSMUSG00000021461,Fancc,14088,-0.0346696451219184,0.88964062757277,1.0,4,9,55
Kidney,FA,ENSMUSG00000007570,Fance,72775,-0.0612722360332804,0.522539427904094,0.907128922446934,4,9,55
Kidney,FA,ENSMUSG00000092118,Fancf,100040608,0.0549560930460793,0.179191666811696,0.677031402251951,4,9,55
Kidney,FA,ENSMUSG00000028453,Fancg,60534,-0.124080525028878,0.117406581553439,0.602155050376847,4,9,55
Kidney,FA,ENSMUSG00000004018,Fancl,67030,-0.0318052099332641,0.901676663426687,1.0,4,9,55
Kidney,FA,ENSMUSG00000026429,Ube2t,67196,-0.0469930823108818,0.967745310759807,1.0,4,9,55
Kidney,FA,ENSMUSG00000055884,Fancm,104806,-0.142590867693711,0.952812662113106,1.0,4,9,55
Kidney,FA,ENSMUSG00000003662,Ciao1,26371,-0.0042409051921763,0.750070428340467,0.982591060229536,4,9,55
Kidney,FA,ENSMUSG00000031879,Ciao2b,68523,-0.146427545850595,0.0309114033091837,0.373052645278946,4,9,55
Kidney,FA,ENSMUSG00000025384,Faap100,71885,0.0233330450499227,0.977460672692039,1.0,4,9,55
Kidney,FA,ENSMUSG00000073684,Faap20,67513,-0.0382769812465736,0.997105909614479,1.0,4,9,55
Kidney,FA,ENSMUSG00000030493,Faap24,101831,-0.0453997719667897,0.620104142150463,0.945797847425777,4,9,55
Kidney,FA,ENSMUSG00000034023,Fancd2,211651,-0.142503525019761,0.388233178383053,0.83958808589223,4,9,55
Kidney,FA,ENSMUSG00000039187,Fanci,208836,0.01637732800203,0.216442013051689,0.716419099061658,4,9,55
Left lobe of the liver,BER,ENSMUSG00000029591,Ung,22256,-0.596069774522556,0.0046558657880729,0.0904664604990983,2,3,24
Left lobe of the liver,BER,ENSMUSG00000030271,Ogg1,18294,0.172293685562413,0.135002811307772,0.606124087445434,2,3,24
Left lobe of the liver,BER,ENSMUSG00000032298,Neil1,72774,0.228451589235781,0.0258400251278916,0.24949448130171,2,3,24
Left lobe of the liver,BER,ENSMUSG00000035960,Apex1,11792,-0.068984908408851,0.417029246212197,0.949652133670126,2,3,24
Left lobe of the liver,BER,ENSMUSG00000002963,Pnkp,59047,0.369393925769446,0.0006931274166125,0.0268801686153247,2,3,24
Left lobe of the liver,BER,ENSMUSG00000024742,Fen1,14156,0.118191698387234,0.469543149661989,0.988632020545416,2,3,24
Left lobe of the liver,NER,ENSMUSG00000028329,Xpa,22590,0.304546779601655,0.0016553117441018,0.0483959523937557,2,3,24
Left lobe of the liver,NER,ENSMUSG00000030094,Xpc,22591,0.0090203724899981,0.901838175837561,1.0,2,3,24
Left lobe of the liver,NER,ENSMUSG00000028426,Rad23b,19359,0.176023708959923,0.0789677577823217,0.462040153857287,2,3,24
Left lobe of the liver,NER,ENSMUSG00000031347,Cetn2,26370,-0.334131986488848,0.0011290351542466,0.0371354962240818,2,3,24
Left lobe of the liver,NER,ENSMUSG00000021694,Ercc8,71991,0.035315396782093,0.678212747118331,1.0,2,3,24
Left lobe of the liver,NER,ENSMUSG00000054051,Ercc6,319955,0.0363719884184563,0.762643010388722,1.0,2,3,24
Left lobe of the liver,NER,ENSMUSG00000024740,Ddb1,13194,0.0955180275804226,0.323185660548964,0.878055801674812,2,3,24
Left lobe of the liver,NER,ENSMUSG00000002109,Ddb2,107986,0.154438704300727,0.119656879498785,0.568117949795666,2,3,24
Left lobe of the liver,NER,ENSMUSG00000024382,Ercc3,13872,0.36928403717874,7.60157707615146e-06,0.001346052846409,2,3,24
Left lobe of the liver,NER,ENSMUSG00000030400,Ercc2,13871,0.034362121416669,0.634367185050236,1.0,2,3,24
Left lobe of the liver,NER,ENSMUSG00000034345,Gtf2h5,66467,0.0086399544771319,0.946870534228784,1.0,2,3,24
Left lobe of the liver,NER,ENSMUSG00000029387,Gtf2h3,209357,-0.0248289668155006,0.693258927833773,1.0,2,3,24
Left lobe of the liver,NER,ENSMUSG00000021639,Gtf2h2,23894,0.218576453942204,0.0177103237815278,0.201062163737466,2,3,24
Left lobe of the liver,NER,ENSMUSG00000001524,Gtf2h4,14885,0.0811834187925211,0.524573031992778,1.0,2,3,24
Left lobe of the liver,NER,ENSMUSG00000006599,Gtf2h1,14884,-0.217406319797243,0.018817501722769,0.208503251084046,2,3,24
Left lobe of the liver,NER,ENSMUSG00000003549,Ercc1,13870,0.0446859844357735,0.664717043229849,1.0,2,3,24
Left lobe of the liver,NER,ENSMUSG00000022545,Ercc4,50505,0.21914227877446,0.0215149999112732,0.224686506862721,2,3,24
Left lobe of the liver,NER,ENSMUSG00000026048,Ercc5,22592,-0.0611985503535039,0.50489629383615,1.0,2,3,24
Left lobe of the liver,MMR,ENSMUSG00000032498,Mlh1,17350,0.0843744089539942,0.513381596932078,1.0,2,3,24
Left lobe of the liver,MMR,ENSMUSG00000024151,Msh2,17685,0.159240600128475,0.0870830889578289,0.48734334518141,2,3,24
Left lobe of the liver,MMR,ENSMUSG00000014850,Msh3,17686,0.263129132650167,0.0126204686571341,0.163972909571579,2,3,24
Left lobe of the liver,MMR,ENSMUSG00000005370,Msh6,17688,-0.035487854138773,0.655511316993656,1.0,2,3,24
Left lobe of the liver,MMR,ENSMUSG00000079109,Pms2,18861,0.141971681997946,0.211112274781939,0.745125497867055,2,3,24
Left lobe of the liver,FA,ENSMUSG00000032815,Fanca,14087,-0.37717180308321,0.737848340621688,1.0,2,3,24
Left lobe of the liver,FA,ENSMUSG00000047757,Fancb,237211,0.175822313347823,0.315984060095344,0.872037954517193,2,3,24
Left lobe of the liver,FA,ENSMUSG00000021461,Fancc,14088,-0.0580267300650948,0.770130846012379,1.0,2,3,24
Left lobe of the liver,FA,ENSMUSG00000007570,Fance,72775,0.0911676237912188,0.459295984138679,0.979200499935534,2,3,24
Left lobe of the liver,FA,ENSMUSG00000092118,Fancf,100040608,0.252638411428638,0.0826182640947204,0.474259601712396,2,3,24
Left lobe of the liver,FA,ENSMUSG00000028453,Fancg,60534,0.128788201906429,0.546384483381087,1.0,2,3,24
Left lobe of the liver,FA,ENSMUSG00000004018,Fancl,67030,0.0132863140535562,0.927810983039989,1.0,2,3,24
Left lobe of the liver,FA,ENSMUSG00000026429,Ube2t,67196,-0.701841549194635,0.0476559156204403,0.354676856376197,2,3,24
Left lobe of the liver,FA,ENSMUSG00000055884,Fancm,104806,0.300600024727218,0.138003413464375,0.613318152085153,2,3,24
Left lobe of the liver,FA,ENSMUSG00000003662,Ciao1,26371,0.0967967822740484,0.386565753544058,0.923369711634255,2,3,24
Left lobe of the liver,FA,ENSMUSG00000031879,Ciao2b,68523,0.0812222464201818,0.589448465681119,1.0,2,3,24
Left lobe of the liver,FA,ENSMUSG00000025384,Faap100,71885,0.342283417493861,0.0116404164232543,0.156629489629117,2,3,24
Left lobe of the liver,FA,ENSMUSG00000073684,Faap20,67513,0.198346150206993,0.161321277140528,0.66087852662286,2,3,24
Left lobe of the liver,FA,ENSMUSG00000030493,Faap24,101831,0.0420555788297223,0.944544629607249,1.0,2,3,24
Left lobe of the liver,FA,ENSMUSG00000034023,Fancd2,211651,-0.80983292046155,0.0092451739556416,0.137196929007968,2,3,24
Left lobe of the liver,FA,ENSMUSG00000039187,Fanci,208836,-0.728590099840774,0.0911766462411256,0.497776226215581,2,3,24
Liver,BER,ENSMUSG00000029591,Ung,22256,0.182001536238045,0.0261312137524922,1.0,3,5,19
