Group,TissueLabel,TissueOrder,Pathway,PathwayDisplay,PathwayOrder,ComponentOrder,ComponentOrderWithinPathway,RequestedComponent,MappingStatus,LookupMouseSymbol,OfficialMouseSymbol,DisplayComponent,EnsemblID,MGI_ID,EntrezID,log2FoldChange,tissue_meta_p,padj,P_lt_0_05,Log2FCDisplayed,Log2FCLabel,n_missions,n_analysis_units,expression_n_missions,expression_n_analysis_units,expression_n_flight_samples
Soleus,"Soleus
比目鱼肌",22,NER,NER,6,44,8,DDB2,reviewed teacher label/alias -> official mouse symbol,Ddb2,Ddb2,Ddb2,ENSMUSG00000002109,MGI:1355314,107986,-0.0204172242359201,0.762753844390805,0.86079293730678,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,NER,NER,6,45,9,XPB,reviewed teacher label/alias -> official mouse symbol,Ercc3,Ercc3,Ercc3,ENSMUSG00000024382,MGI:95414,13872,-0.223830384464251,5.57565206262557e-05,0.000557425596821239,TRUE,-0.223830384464251,-0.22,3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,NER,NER,6,46,10,XPD,reviewed teacher label/alias -> official mouse symbol,Ercc2,Ercc2,Ercc2,ENSMUSG00000030400,MGI:95413,13871,-0.0385358614246701,0.521226893889095,0.688501379005059,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,NER,NER,6,47,11,p8,reviewed teacher label/alias -> official mouse symbol,Gtf2h5,Gtf2h5,Gtf2h5,ENSMUSG00000034345,MGI:107227,66467,-0.117118317450484,0.000245178756199966,0.0020458463507156,TRUE,-0.117118317450484,-0.12,3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,NER,NER,6,48,12,p34,reviewed teacher label/alias -> official mouse symbol,Gtf2h3,Gtf2h3,Gtf2h3,ENSMUSG00000029387,MGI:1277143,209357,-0.118983421965482,0.045010067258013,0.136570206839961,TRUE,-0.118983421965482,-0.12,3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,NER,NER,6,49,13,p44,reviewed teacher label/alias -> official mouse symbol,Gtf2h2,Gtf2h2,Gtf2h2,ENSMUSG00000021639,MGI:1345669,23894,-0.0428373931891477,0.829500228483525,0.903187084068064,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,NER,NER,6,50,14,p52,reviewed teacher label/alias -> official mouse symbol,Gtf2h4,Gtf2h4,Gtf2h4,ENSMUSG00000001524,MGI:1338799,14885,-0.0886160941853445,0.161273295622372,0.325604677881917,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,NER,NER,6,51,15,p62,reviewed teacher label/alias -> official mouse symbol,Gtf2h1,Gtf2h1,Gtf2h1,ENSMUSG00000006599,MGI:1277216,14884,0.0169594192034001,0.123341914824587,0.272009627404512,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,NER,NER,6,52,16,ERCC1,reviewed teacher label/alias -> official mouse symbol,Ercc1,Ercc1,Ercc1,ENSMUSG00000003549,MGI:95412,13870,0.0786247262730369,0.0878106343041556,0.216808168891037,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,NER,NER,6,53,17,XPF,reviewed teacher label/alias -> official mouse symbol,Ercc4,Ercc4,Ercc4,ENSMUSG00000022545,MGI:1354163,50505,-0.0966296910139224,0.402346318691076,0.587253577106882,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,NER,NER,6,54,18,XPG,reviewed teacher label/alias -> official mouse symbol,Ercc5,Ercc5,Ercc5,ENSMUSG00000026048,MGI:103582,22592,-0.045474582582003,0.190530764127154,0.363491230230517,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,MMR,MMR,7,55,1,MSH1,teacher label corrected to mammalian MLH1; no mouse Msh1 record,Mlh1,Mlh1,Mlh1,ENSMUSG00000032498,MGI:101938,17350,0.00631249278395368,0.295414716533671,0.483507730862806,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,MMR,MMR,7,56,2,MSH2,reviewed teacher label/alias -> official mouse symbol,Msh2,Msh2,Msh2,ENSMUSG00000024151,MGI:101816,17685,0.105750829641624,0.782522739974703,0.872925241331004,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,MMR,MMR,7,57,3,MSH3,reviewed teacher label/alias -> official mouse symbol,Msh3,Msh3,Msh3,ENSMUSG00000014850,MGI:109519,17686,-0.717242762557652,1.24426204995695e-20,1.31603372184519e-18,TRUE,-0.717242762557652,-0.72,3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,MMR,MMR,7,58,4,MSH6,reviewed teacher label/alias -> official mouse symbol,Msh6,Msh6,Msh6,ENSMUSG00000005370,MGI:1343961,17688,-0.0608659186304479,0.445050794800937,0.624788488881973,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,MMR,MMR,7,59,5,PMS2,reviewed teacher label/alias -> official mouse symbol,Pms2,Pms2,Pms2,ENSMUSG00000079109,MGI:104288,18861,0.738568335667197,3.01752351989331e-06,4.15815324174122e-05,TRUE,0.738568335667197,+0.74,3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,FA,FA,8,60,1,FANCA,reviewed teacher label/alias -> official mouse symbol,Fanca,Fanca,Fanca,ENSMUSG00000032815,MGI:1341823,14087,1.98917954711666,0.0164845536093204,0.0656545650110862,TRUE,1.98917954711666,+1.99,3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,FA,FA,8,61,2,FANCB,reviewed teacher label/alias -> official mouse symbol,Fancb,Fancb,Fancb,ENSMUSG00000047757,MGI:2448558,237211,0.180900913387775,0.136992679898852,0.292222712722772,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,FA,FA,8,62,3,FANCC,reviewed teacher label/alias -> official mouse symbol,Fancc,Fancc,Fancc,ENSMUSG00000021461,MGI:95480,14088,0.285702327417732,0.00478246614645361,0.0248110335634272,TRUE,0.285702327417732,+0.29,3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,FA,FA,8,63,4,FANCE,reviewed teacher label/alias -> official mouse symbol,Fance,Fance,Fance,ENSMUSG00000007570,MGI:1920025,72775,0.0640141638338497,0.729481955630995,0.840752919560284,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,FA,FA,8,64,5,FANCF,reviewed teacher label/alias -> official mouse symbol,Fancf,Fancf,Fancf,ENSMUSG00000092118,MGI:3689889,100040608,-0.035049623514106,0.865324696804196,0.926364383839114,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,FA,FA,8,65,6,FANCG,reviewed teacher label/alias -> official mouse symbol,Fancg,Fancg,Fancg,ENSMUSG00000028453,MGI:1926471,60534,-0.25332372318448,0.0327348517148348,0.108975157214722,TRUE,-0.25332372318448,-0.25,3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,FA,FA,8,66,7,FANCL,reviewed teacher label/alias -> official mouse symbol,Fancl,Fancl,Fancl,ENSMUSG00000004018,MGI:1914280,67030,-0.00810436517931211,0.989353540678627,0.994792320686289,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,FA,FA,8,67,8,FANCT,reviewed teacher label/alias -> official mouse symbol,Ube2t,Ube2t,Ube2t,ENSMUSG00000026429,MGI:1914446,67196,-0.175500570870464,0.419580586404783,0.602239736269505,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,FA,FA,8,68,9,FANCM,reviewed teacher label/alias -> official mouse symbol,Fancm,Fancm,Fancm,ENSMUSG00000055884,MGI:2442306,104806,0.202973074888838,0.145451022073723,0.303918136133896,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,FA,FA,8,69,10,MHF1,reviewed teacher label/alias -> official mouse symbol,Ciao1,Ciao1,Ciao1,ENSMUSG00000003662,MGI:1346998,26371,-0.418122976275071,1.98314313433396e-05,0.000223204925993289,TRUE,-0.418122976275071,-0.42,3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,FA,FA,8,70,11,MHF2,reviewed teacher label/alias -> official mouse symbol,Ciao2b,Ciao2b,Ciao2b,ENSMUSG00000031879,MGI:1915773,68523,-0.549056683957387,2.2549116405397e-10,6.93227984813467e-09,TRUE,-0.549056683957387,-0.55,3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,FA,FA,8,71,12,FAAP100,reviewed teacher label/alias -> official mouse symbol,Faap100,Faap100,Faap100,ENSMUSG00000025384,MGI:1919135,71885,0.0782470931396332,0.233999705696202,0.416332568336662,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,FA,FA,8,72,13,FAAP20,reviewed teacher label/alias -> official mouse symbol,Faap20,Faap20,Faap20,ENSMUSG00000073684,MGI:1914763,67513,0.14098777732728,0.552485049643038,0.712754237819095,FALSE,,"",3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,FA,FA,8,73,14,FAAP24,reviewed teacher label/alias -> official mouse symbol,Faap24,Faap24,Faap24,ENSMUSG00000030493,MGI:2142208,101831,-0.604991117024745,0.00387664619352228,0.0209380846657911,TRUE,-0.604991117024745,-0.60,3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,FA,FA,8,74,15,FANCD2,reviewed teacher label/alias -> official mouse symbol,Fancd2,Fancd2,Fancd2,ENSMUSG00000034023,MGI:2448480,211651,0.628563597690076,0.03793182230343,0.120775345695391,TRUE,0.628563597690076,+0.63,3,3,3,3,18
Soleus,"Soleus
比目鱼肌",22,FA,FA,8,75,16,FANCI,reviewed teacher label/alias -> official mouse symbol,Fanci,Fanci,Fanci,ENSMUSG00000039187,MGI:2384790,208836,0.0704204085095595,0.389432163120592,0.575038205713333,FALSE,,"",3,3,3,3,18
Spleen,"Spleen
脾脏",23,BER,BER,5,30,1,UNG,reviewed teacher label/alias -> official mouse symbol,Ung,Ung,Ung,ENSMUSG00000029591,MGI:109352,22256,-0.238157561844872,0.22804194626558,0.900295379912177,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,BER,BER,5,31,2,OGG1,reviewed teacher label/alias -> official mouse symbol,Ogg1,Ogg1,Ogg1,ENSMUSG00000030271,MGI:1097693,18294,-0.0946425984013817,0.358754385528324,0.968817751504484,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,BER,BER,5,32,3,NEIL1,reviewed teacher label/alias -> official mouse symbol,Neil1,Neil1,Neil1,ENSMUSG00000032298,MGI:1920024,72774,-0.657437692771034,0.00165107900219497,0.0891293103966306,TRUE,-0.657437692771034,-0.66,1,1,1,1,9
Spleen,"Spleen
脾脏",23,BER,BER,5,34,5,APE1,reviewed teacher label/alias -> official mouse symbol,Apex1,Apex1,Apex1,ENSMUSG00000035960,MGI:88042,11792,-0.412679418197872,0.078411779122102,0.659962303956909,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,BER,BER,5,35,6,PNKP,reviewed teacher label/alias -> official mouse symbol,Pnkp,Pnkp,Pnkp,ENSMUSG00000002963,MGI:1891698,59047,-0.150321195596851,0.200079607808994,0.870353042479099,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,BER,BER,5,36,7,FEN1,reviewed teacher label/alias -> official mouse symbol,Fen1,Fen1,Fen1,ENSMUSG00000024742,MGI:102779,14156,0.0929314164448087,0.775375895570786,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,37,1,XPA,reviewed teacher label/alias -> official mouse symbol,Xpa,Xpa,Xpa,ENSMUSG00000028329,MGI:99135,22590,-0.147815237681408,0.342353064742326,0.963610684094714,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,38,2,XPC,reviewed teacher label/alias -> official mouse symbol,Xpc,Xpc,Xpc,ENSMUSG00000030094,MGI:103557,22591,-0.058153877736934,0.552621858898151,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,39,3,RAD23B,reviewed teacher label/alias -> official mouse symbol,Rad23b,Rad23b,Rad23b,ENSMUSG00000028426,MGI:105128,19359,-0.0621183580207487,0.669104571819056,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,40,4,CETN2,reviewed teacher label/alias -> official mouse symbol,Cetn2,Cetn2,Cetn2,ENSMUSG00000031347,MGI:1347085,26370,-0.348517359893687,0.0386969678441308,0.505809755495015,TRUE,-0.348517359893687,-0.35,1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,41,5,CSA,reviewed teacher label/alias -> official mouse symbol,Ercc8,Ercc8,Ercc8,ENSMUSG00000021694,MGI:1919241,71991,-0.101360117848936,0.240352551633314,0.909550145368402,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,42,6,CSB,reviewed teacher label/alias -> official mouse symbol,Ercc6,Ercc6,Ercc6,ENSMUSG00000054051,MGI:1100494,319955,0.0538961274527237,0.637318592766167,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,43,7,DDB1,reviewed teacher label/alias -> official mouse symbol,Ddb1,Ddb1,Ddb1,ENSMUSG00000024740,MGI:1202384,13194,-0.0234859149799505,0.788724880213336,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,44,8,DDB2,reviewed teacher label/alias -> official mouse symbol,Ddb2,Ddb2,Ddb2,ENSMUSG00000002109,MGI:1355314,107986,-0.00347431494604484,0.974875058194953,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,45,9,XPB,reviewed teacher label/alias -> official mouse symbol,Ercc3,Ercc3,Ercc3,ENSMUSG00000024382,MGI:95414,13872,0.000973384747189941,0.99437649996619,1,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,46,10,XPD,reviewed teacher label/alias -> official mouse symbol,Ercc2,Ercc2,Ercc2,ENSMUSG00000030400,MGI:95413,13871,0.0207947042013167,0.922197007374398,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,47,11,p8,reviewed teacher label/alias -> official mouse symbol,Gtf2h5,Gtf2h5,Gtf2h5,ENSMUSG00000034345,MGI:107227,66467,-0.18098823349633,0.119221778058637,0.756687705088469,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,48,12,p34,reviewed teacher label/alias -> official mouse symbol,Gtf2h3,Gtf2h3,Gtf2h3,ENSMUSG00000029387,MGI:1277143,209357,-0.13140044906696,0.158955341484024,0.816397295901093,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,49,13,p44,reviewed teacher label/alias -> official mouse symbol,Gtf2h2,Gtf2h2,Gtf2h2,ENSMUSG00000021639,MGI:1345669,23894,-0.12354098702832,0.341190479092674,0.963522527993273,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,50,14,p52,reviewed teacher label/alias -> official mouse symbol,Gtf2h4,Gtf2h4,Gtf2h4,ENSMUSG00000001524,MGI:1338799,14885,-0.163572633821619,0.306003010256783,0.949630229756973,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,51,15,p62,reviewed teacher label/alias -> official mouse symbol,Gtf2h1,Gtf2h1,Gtf2h1,ENSMUSG00000006599,MGI:1277216,14884,-0.00270958457235855,0.979327375278898,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,52,16,ERCC1,reviewed teacher label/alias -> official mouse symbol,Ercc1,Ercc1,Ercc1,ENSMUSG00000003549,MGI:95412,13870,-0.105977532010135,0.457747211474938,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,53,17,XPF,reviewed teacher label/alias -> official mouse symbol,Ercc4,Ercc4,Ercc4,ENSMUSG00000022545,MGI:1354163,50505,0.0307574299536051,0.778213528824217,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,NER,NER,6,54,18,XPG,reviewed teacher label/alias -> official mouse symbol,Ercc5,Ercc5,Ercc5,ENSMUSG00000026048,MGI:103582,22592,-0.179258895555225,0.18026769035627,0.846364129956479,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,MMR,MMR,7,55,1,MSH1,teacher label corrected to mammalian MLH1; no mouse Msh1 record,Mlh1,Mlh1,Mlh1,ENSMUSG00000032498,MGI:101938,17350,0.0575465024257445,0.70065431728174,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,MMR,MMR,7,56,2,MSH2,reviewed teacher label/alias -> official mouse symbol,Msh2,Msh2,Msh2,ENSMUSG00000024151,MGI:101816,17685,-0.0559436720246441,0.705172595155907,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,MMR,MMR,7,57,3,MSH3,reviewed teacher label/alias -> official mouse symbol,Msh3,Msh3,Msh3,ENSMUSG00000014850,MGI:109519,17686,0.0359563879634558,0.717402488192813,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,MMR,MMR,7,58,4,MSH6,reviewed teacher label/alias -> official mouse symbol,Msh6,Msh6,Msh6,ENSMUSG00000005370,MGI:1343961,17688,-0.111529184743893,0.456405336660732,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,MMR,MMR,7,59,5,PMS2,reviewed teacher label/alias -> official mouse symbol,Pms2,Pms2,Pms2,ENSMUSG00000079109,MGI:104288,18861,0.0739980821560489,0.516509917254641,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,FA,FA,8,60,1,FANCA,reviewed teacher label/alias -> official mouse symbol,Fanca,Fanca,Fanca,ENSMUSG00000032815,MGI:1341823,14087,-0.00963750214024935,0.942930291218493,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,FA,FA,8,61,2,FANCB,reviewed teacher label/alias -> official mouse symbol,Fancb,Fancb,Fancb,ENSMUSG00000047757,MGI:2448558,237211,0.159091268542088,0.285399659660264,0.939836812963222,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,FA,FA,8,62,3,FANCC,reviewed teacher label/alias -> official mouse symbol,Fancc,Fancc,Fancc,ENSMUSG00000021461,MGI:95480,14088,0.0490335933270774,0.668786080819394,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,FA,FA,8,63,4,FANCE,reviewed teacher label/alias -> official mouse symbol,Fance,Fance,Fance,ENSMUSG00000007570,MGI:1920025,72775,-0.15629140303493,0.229196694378697,0.902715174317037,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,FA,FA,8,64,5,FANCF,reviewed teacher label/alias -> official mouse symbol,Fancf,Fancf,Fancf,ENSMUSG00000092118,MGI:3689889,100040608,-0.260636852329605,0.0630975451052281,0.610437236366668,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,FA,FA,8,65,6,FANCG,reviewed teacher label/alias -> official mouse symbol,Fancg,Fancg,Fancg,ENSMUSG00000028453,MGI:1926471,60534,0.210703204720194,0.152632192143754,0.807641166384797,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,FA,FA,8,66,7,FANCL,reviewed teacher label/alias -> official mouse symbol,Fancl,Fancl,Fancl,ENSMUSG00000004018,MGI:1914280,67030,-0.0992985957649365,0.633028017900696,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,FA,FA,8,67,8,FANCT,reviewed teacher label/alias -> official mouse symbol,Ube2t,Ube2t,Ube2t,ENSMUSG00000026429,MGI:1914446,67196,0.383045274505608,0.200229510036989,0.870527267067737,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,FA,FA,8,68,9,FANCM,reviewed teacher label/alias -> official mouse symbol,Fancm,Fancm,Fancm,ENSMUSG00000055884,MGI:2442306,104806,0.148252482793179,0.329618304615485,0.960624495113193,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,FA,FA,8,69,10,MHF1,reviewed teacher label/alias -> official mouse symbol,Ciao1,Ciao1,Ciao1,ENSMUSG00000003662,MGI:1346998,26371,-0.0383273700929456,0.781553291968305,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,FA,FA,8,70,11,MHF2,reviewed teacher label/alias -> official mouse symbol,Ciao2b,Ciao2b,Ciao2b,ENSMUSG00000031879,MGI:1915773,68523,-0.261375282644894,0.111496989955982,0.741637105007302,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,FA,FA,8,71,12,FAAP100,reviewed teacher label/alias -> official mouse symbol,Faap100,Faap100,Faap100,ENSMUSG00000025384,MGI:1919135,71885,0.0239094420567412,0.900778112287779,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,FA,FA,8,72,13,FAAP20,reviewed teacher label/alias -> official mouse symbol,Faap20,Faap20,Faap20,ENSMUSG00000073684,MGI:1914763,67513,-0.0651916232426009,0.667426329346004,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,FA,FA,8,73,14,FAAP24,reviewed teacher label/alias -> official mouse symbol,Faap24,Faap24,Faap24,ENSMUSG00000030493,MGI:2142208,101831,0.00220409742114619,0.989448373648814,0.999591924057401,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,FA,FA,8,74,15,FANCD2,reviewed teacher label/alias -> official mouse symbol,Fancd2,Fancd2,Fancd2,ENSMUSG00000034023,MGI:2448480,211651,0.461071216685292,0.0969826211022531,0.706080391029107,FALSE,,"",1,1,1,1,9
Spleen,"Spleen
脾脏",23,FA,FA,8,75,16,FANCI,reviewed teacher label/alias -> official mouse symbol,Fanci,Fanci,Fanci,ENSMUSG00000039187,MGI:2384790,208836,0.181590892903474,0.483693678429613,0.999085092509181,FALSE,,"",1,1,1,1,9
Spleen-distal,"Spleen-distal
脾脏（远端）",24,BER,BER,5,30,1,UNG,reviewed teacher label/alias -> official mouse symbol,Ung,Ung,Ung,ENSMUSG00000029591,MGI:109352,22256,-0.16718868427985,0.643580857173217,0.997961498241018,FALSE,,"",1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,BER,BER,5,31,2,OGG1,reviewed teacher label/alias -> official mouse symbol,Ogg1,Ogg1,Ogg1,ENSMUSG00000030271,MGI:1097693,18294,0.702472648239108,0.13531289974633,0.843750136578189,FALSE,,"",1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,BER,BER,5,32,3,NEIL1,reviewed teacher label/alias -> official mouse symbol,Neil1,Neil1,Neil1,ENSMUSG00000032298,MGI:1920024,72774,0.0144009395821881,0.966528074238425,1,FALSE,,"",1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,BER,BER,5,34,5,APE1,reviewed teacher label/alias -> official mouse symbol,Apex1,Apex1,Apex1,ENSMUSG00000035960,MGI:88042,11792,-0.489593804298864,0.038017424163357,0.631967455165347,TRUE,-0.489593804298864,-0.49,1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,BER,BER,5,35,6,PNKP,reviewed teacher label/alias -> official mouse symbol,Pnkp,Pnkp,Pnkp,ENSMUSG00000002963,MGI:1891698,59047,0.160773997709751,0.467277479941205,0.993779040229482,FALSE,,"",1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,BER,BER,5,36,7,FEN1,reviewed teacher label/alias -> official mouse symbol,Fen1,Fen1,Fen1,ENSMUSG00000024742,MGI:102779,14156,0.0265920002328287,0.875115497890025,1,FALSE,,"",1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,NER,NER,6,37,1,XPA,reviewed teacher label/alias -> official mouse symbol,Xpa,Xpa,Xpa,ENSMUSG00000028329,MGI:99135,22590,-0.0122672391500761,0.938787575008957,1,FALSE,,"",1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,NER,NER,6,38,2,XPC,reviewed teacher label/alias -> official mouse symbol,Xpc,Xpc,Xpc,ENSMUSG00000030094,MGI:103557,22591,-0.161423621753007,0.597161816396469,0.996644461286276,FALSE,,"",1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,NER,NER,6,39,3,RAD23B,reviewed teacher label/alias -> official mouse symbol,Rad23b,Rad23b,Rad23b,ENSMUSG00000028426,MGI:105128,19359,-0.0291112005540015,0.857765610138623,1,FALSE,,"",1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,NER,NER,6,40,4,CETN2,reviewed teacher label/alias -> official mouse symbol,Cetn2,Cetn2,Cetn2,ENSMUSG00000031347,MGI:1347085,26370,0.00394030526396939,0.969937589953416,1,FALSE,,"",1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,NER,NER,6,41,5,CSA,reviewed teacher label/alias -> official mouse symbol,Ercc8,Ercc8,Ercc8,ENSMUSG00000021694,MGI:1919241,71991,0.114164379662066,0.695861938247393,0.998644282961174,FALSE,,"",1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,NER,NER,6,42,6,CSB,reviewed teacher label/alias -> official mouse symbol,Ercc6,Ercc6,Ercc6,ENSMUSG00000054051,MGI:1100494,319955,0.0852310706731113,0.780620503284023,0.999854481060172,FALSE,,"",1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,NER,NER,6,43,7,DDB1,reviewed teacher label/alias -> official mouse symbol,Ddb1,Ddb1,Ddb1,ENSMUSG00000024740,MGI:1202384,13194,0.187776326220054,0.453015314555804,0.993779040229482,FALSE,,"",1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,NER,NER,6,44,8,DDB2,reviewed teacher label/alias -> official mouse symbol,Ddb2,Ddb2,Ddb2,ENSMUSG00000002109,MGI:1355314,107986,-0.335927490068268,0.260014093327233,0.946495096282905,FALSE,,"",1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,NER,NER,6,45,9,XPB,reviewed teacher label/alias -> official mouse symbol,Ercc3,Ercc3,Ercc3,ENSMUSG00000024382,MGI:95414,13872,-0.243819451890072,0.351934411330851,0.97992611287699,FALSE,,"",1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,NER,NER,6,46,10,XPD,reviewed teacher label/alias -> official mouse symbol,Ercc2,Ercc2,Ercc2,ENSMUSG00000030400,MGI:95413,13871,0.0844936790597439,0.756953790532717,0.999854481060172,FALSE,,"",1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,NER,NER,6,47,11,p8,reviewed teacher label/alias -> official mouse symbol,Gtf2h5,Gtf2h5,Gtf2h5,ENSMUSG00000034345,MGI:107227,66467,0.00559105186416623,0.954302963733321,1,FALSE,,"",1,1,1,1,10
Spleen-distal,"Spleen-distal
脾脏（远端）",24,NER,NER,6,48,12,p34,reviewed teacher label/alias -> official mouse symbol,Gtf2h3,Gtf2h3,Gtf2h3,ENSMUSG00000029387,MGI:1277143,209357,-0.0334766860988731,0.887494304771623,1,FALSE,,"",1,1,1,1,10
