analysis_tissue,pathway_1_key,pathway_2_key,fisher_z,z_capped
Extensor digitorum longus,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.32926160799694865,False
Eye,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.4790151690234601,False
Femoral lateral skin,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.40396134757618674,False
Gastrocnemius,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.9101664208360555,False
Heart / Heart right ventricle,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.24091904344636916,False
Kidney,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.9092648551463298,False
Left lobe of the liver,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.8438180973403656,False
Liver,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.9134981376637495,False
Lung,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.2211169779476267,False
Mammary gland,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.5372573685445247,False
Optic nerve,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,-5.0,True
Quadriceps femoris,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,-0.0166682101337959,False
Retina,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.7959787482320637,False
Soleus,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,-0.654690931247438,False
Spleen,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,-0.42364893019360184,False
Spleen-distal,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.9359010884507956,False
Thymus,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.7323581614478468,False
Tibialis anterior,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.5273245826234969,False
Adrenal gland,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.4262681085243963,False
Bone marrow,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,1.023846421682628,False
Cecum,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.2027325540540822,False
Cerebellum,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,1.683647914993237,False
Dorsal skin,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,1.0943013862402662,False
Extensor digitorum longus,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.7100597286367674,False
Eye,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,1.004880810520923,False
Femoral lateral skin,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.746962512656128,False
Gastrocnemius,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.8853530300151113,False
Heart / Heart right ventricle,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.9101664208360555,False
Kidney,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.9309242723116816,False
Left lobe of the liver,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.767061287603831,False
Liver,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.8369882167858358,False
Lung,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,-0.05059257212367283,False
Mammary gland,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.14030745261434424,False
Optic nerve,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.30951960420311175,False
Quadriceps femoris,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.571781838265188,False
Retina,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,1.2988094647534263,False
Soleus,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.3008099619670793,False
Spleen,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.34657359027997264,False
Spleen-distal,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,1.151292546497023,False
Thymus,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.6730102309909755,False
Tibialis anterior,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.6183813135744636,False
Adrenal gland,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,1.104747334964017,False
Bone marrow,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,1.023846421682628,False
Cecum,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,1.4722194895832204,False
Cerebellum,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,1.2561528119880574,False
Dorsal skin,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,2.0450280503110365,False
Extensor digitorum longus,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,1.2187522054467084,False
Eye,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,1.1243911935005346,False
Femoral lateral skin,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,1.0539397385001847,False
Gastrocnemius,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,0.7123066127110135,False
Heart / Heart right ventricle,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,1.0819994648539495,False
Kidney,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,1.0288551521088636,False
Left lobe of the liver,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,0.8622036435992816,False
Liver,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,0.7210250803837525,False
Lung,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,0.8523740461192126,False
Mammary gland,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,0.7123066127110135,False
Optic nerve,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,0.8673005276940532,False
Quadriceps femoris,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,0.8353407688374095,False
Retina,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,1.318058796037167,False
Soleus,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,0.5308991577726967,False
Spleen,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,0.4639933858186732,False
Spleen-distal,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,1.151292546497023,False
Thymus,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,0.8493150416760201,False
Tibialis anterior,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,1.3907388348285135,False
Adrenal gland,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.49647530677203544,False
Bone marrow,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,-0.2630465479483895,False
Cecum,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,1.4722194895832204,False
Cerebellum,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.32793789288135683,False
Dorsal skin,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.3740261826319491,False
Extensor digitorum longus,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,-0.19159623624952057,False
Eye,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.21222050478358503,False
Femoral lateral skin,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,1.2561528119880574,False
Gastrocnemius,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.3329980957469973,False
Heart / Heart right ventricle,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.04244972189324313,False
Kidney,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,-0.33880141306107253,False
Left lobe of the liver,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,-0.24385160317256824,False
Liver,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,-0.5705859515434529,False
Lung,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.041782539173021084,False
Mammary gland,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.9359010884507956,False
Optic nerve,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.10033534773107558,False
Quadriceps femoris,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.0,False
Retina,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,-0.08998568972450052,False
Soleus,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.20617490844283076,False
Spleen,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.2913026530800607,False
Spleen-distal,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.49041462650586315,False
Thymus,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.8196901345245894,False
Tibialis anterior,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.11720035291942212,False
Adrenal gland,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.5958164140451799,False
Bone marrow,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.6931471805599453,False
Cecum,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,5.0,True
Cerebellum,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.13413199329733966,False
Dorsal skin,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,1.0357287336658076,False
Extensor digitorum longus,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.0464619753084089,False
Eye,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.7220569660043584,False
Femoral lateral skin,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,1.683647914993237,False
Gastrocnemius,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.8381886975546048,False
Heart / Heart right ventricle,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.3880720500654566,False
Kidney,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.6472877553715055,False
Left lobe of the liver,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,-0.026092876585285106,False
Liver,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.6958929315567829,False
Lung,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,-0.02418053584671056,False
Mammary gland,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.4602685113778031,False
Optic nerve,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.30951960420311175,False
Quadriceps femoris,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.571781838265188,False
Retina,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.585791450762136,False
Soleus,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.6394126260831526,False
Spleen,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,1.0986122886681098,False
Spleen-distal,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,-0.1901374296398029,False
Thymus,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,1.0597629685258845,False
Tibialis anterior,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,-0.30951960420311175,False
Adrenal gland,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.45277309629558893,False
Bone marrow,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,1.023846421682628,False
Cecum,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,1.4722194895832204,False
Cerebellum,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,1.0539397385001847,False
Dorsal skin,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.8048524497434072,False
Extensor digitorum longus,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.4194044225311461,False
Eye,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,1.050030414441286,False
Femoral lateral skin,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,1.5677471079645746,False
Gastrocnemius,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.6205561756376964,False
Heart / Heart right ventricle,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.2929508251031739,False
Kidney,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.49844666115814074,False
Left lobe of the liver,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.12411161785561661,False
Liver,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.8882459985486333,False
Lung,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.2819677245399696,False
Mammary gland,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.8157084095764378,False
Optic nerve,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.8673005276940532,False
Quadriceps femoris,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.2377118483575374,False
Retina,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.3288202460515177,False
Soleus,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.8369882167858358,False
Spleen,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,1.4722194895832204,False
Spleen-distal,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.5372573685445247,False
Thymus,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.9889564400707435,False
Tibialis anterior,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.36544375427139614,False
Adrenal gland,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.7724496956482646,False
Bone marrow,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,1.1835618070658085,False
Cecum,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,1.4722194895832204,False
Cerebellum,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.7752987062055835,False
Dorsal skin,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,1.116796110753547,False
Extensor digitorum longus,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.7331685343967136,False
Eye,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,1.5222612188617113,False
Femoral lateral skin,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,1.8317808230648227,False
Gastrocnemius,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.8613832988705519,False
Heart / Heart right ventricle,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,1.0819994648539495,False
Kidney,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.7784284501467224,False
Left lobe of the liver,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.8898190543478551,False
Liver,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,1.3410734050766813,False
Lung,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,1.3816431647887337,False
Mammary gland,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,1.189111253599833,False
Optic nerve,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.42364893019360184,False
Quadriceps femoris,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.11720035291942212,False
Retina,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.7798579277439851,False
Soleus,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.7596434077199014,False
Spleen,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,2.03876872195286,False
Spleen-distal,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.37410347887148643,False
Thymus,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,1.40933003632309,False
Tibialis anterior,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,-0.11720035291942212,False
Adrenal gland,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,-0.12147308930519474,False
Bone marrow,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.2630465479483895,False
Cecum,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,1.0986122886681098,False
Cerebellum,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,1.0539397385001847,False
Dorsal skin,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.34623992326725617,False
Extensor digitorum longus,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.11117000785726326,False
Eye,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.2217462518487018,False
Femoral lateral skin,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.2554128118829953,False
Gastrocnemius,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.521410464519847,False
Heart / Heart right ventricle,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,-0.03031231090821742,False
Kidney,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.20694487888370797,False
Left lobe of the liver,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.10648764894247853,False
Liver,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.3114486189414714,False
Lung,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,-0.3951880664694462,False
Mammary gland,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.41645456146755194,False
Optic nerve,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.8673005276940532,False
Quadriceps femoris,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.2554128118829953,False
Retina,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.18397718744578262,False
Soleus,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.14233637063053578,False
Spleen,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.0,False
Spleen-distal,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.41645456146755194,False
Thymus,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.45365793505672825,False
Tibialis anterior,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.05004172927849127,False
Adrenal gland,DNA_damage_tolerance_GO0006301,translation_GO0006412,-0.108111554234818,False
Bone marrow,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.45814536593707755,False
Cecum,DNA_damage_tolerance_GO0006301,translation_GO0006412,1.4722194895832204,False
Cerebellum,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.6675005333661701,False
Dorsal skin,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.42126759532238917,False
Extensor digitorum longus,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.03930594378482671,False
Eye,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.05459964598249599,False
Femoral lateral skin,DNA_damage_tolerance_GO0006301,translation_GO0006412,1.2561528119880574,False
Gastrocnemius,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.2929508251031739,False
Heart / Heart right ventricle,DNA_damage_tolerance_GO0006301,translation_GO0006412,-0.47524104831121716,False
Kidney,DNA_damage_tolerance_GO0006301,translation_GO0006412,-0.35014929085878527,False
Left lobe of the liver,DNA_damage_tolerance_GO0006301,translation_GO0006412,-0.06443686117527084,False
Liver,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.02456634428882234,False
Lung,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.8608654324337857,False
Mammary gland,DNA_damage_tolerance_GO0006301,translation_GO0006412,1.050030414441286,False
Optic nerve,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.2027325540540822,False
Quadriceps femoris,DNA_damage_tolerance_GO0006301,translation_GO0006412,-0.36544375427139614,False
Retina,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.41625749124231143,False
Soleus,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.1381266883140791,False
Spleen,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.4639933858186732,False
Spleen-distal,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.5533547494503646,False
Thymus,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.22922881912433735,False
Tibialis anterior,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.9729550745276566,False
Adrenal gland,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,-0.2724833338595954,False
Bone marrow,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,0.2630465479483895,False
Cecum,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,-0.42364893019360184,False
Cerebellum,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,0.642599122124261,False
Dorsal skin,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,-0.24199037753811986,False
Extensor digitorum longus,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,0.4109578935578932,False
Eye,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,-0.31953997964483477,False
Femoral lateral skin,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,0.9359010884507956,False
Gastrocnemius,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,0.11566456795032458,False
Heart / Heart right ventricle,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,-0.17760163666363807,False
Kidney,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,-0.2554897734408492,False
Left lobe of the liver,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,-0.13560779129910053,False
Liver,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,0.28463884942357975,False
Lung,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,0.8193671409612656,False
Mammary gland,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,0.5058004558392399,False
Optic nerve,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,0.2027325540540822,False
Quadriceps femoris,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,-1.0539397385001847,False
Retina,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,0.3079102686757408,False
Soleus,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,-0.44771708429979895,False
Spleen,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,0.3845665437689337,False
Spleen-distal,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,0.638146732952781,False
Thymus,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,-0.12716323937544885,False
Tibialis anterior,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,0.30951960420311175,False
Adrenal gland,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,-0.5715320256194718,False
Bone marrow,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.7877681803792095,False
Cecum,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.5493061443340549,False
Cerebellum,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.6931471805599453,False
Dorsal skin,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,-0.005116841096506746,False
Extensor digitorum longus,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.11117000785726326,False
Eye,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.2505701590157635,False
Femoral lateral skin,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.1511404359364668,False
Gastrocnemius,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.34657359027997264,False
Heart / Heart right ventricle,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.3880720500654566,False
Kidney,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.3206571623728269,False
Left lobe of the liver,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,-0.1936907163374345,False
Liver,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.6795519982747179,False
Lung,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,-0.34492614233154634,False
Mammary gland,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,-0.1651208434352884,False
Optic nerve,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,-0.2027325540540822,False
Quadriceps femoris,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,-0.44365159750045147,False
Retina,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.06602986100653319,False
Soleus,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,-0.20402287735082802,False
Spleen,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,-0.2554128118829953,False
Spleen-distal,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.6205561756376964,False
Thymus,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,-0.12013991677859849,False
Tibialis anterior,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.2913026530800607,False
Adrenal gland,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.11256089566315775,False
Bone marrow,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.39007927877478754,False
Cecum,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.8673005276940532,False
Cerebellum,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.8353407688374095,False
Dorsal skin,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.46815508402707695,False
Extensor digitorum longus,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.22515783713675805,False
Eye,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.1838623900626587,False
Femoral lateral skin,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.8047189562170501,False
Gastrocnemius,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.26675851748403073,False
Heart / Heart right ventricle,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.21539145804622717,False
Kidney,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.18924010017702575,False
Left lobe of the liver,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,-0.07842123574648487,False
Liver,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.738222729057094,False
Lung,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,-0.8608654324337857,False
Mammary gland,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.21539145804622717,False
Optic nerve,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.8673005276940532,False
Quadriceps femoris,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,-0.16823611831060645,False
Retina,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.2485867672988317,False
Soleus,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.7809484838325501,False
Spleen,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.5493061443340549,False
Spleen-distal,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.4602685113778031,False
Thymus,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.11412932599049008,False
Tibialis anterior,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.1511404359364668,False
Adrenal gland,DNA_damage_tolerance_GO0006301,cell_death_GO0008219,-0.23500181462286782,False
Bone marrow,DNA_damage_tolerance_GO0006301,cell_death_GO0008219,0.39007927877478754,False
Cecum,DNA_damage_tolerance_GO0006301,cell_death_GO0008219,1.4722194895832204,False
Cerebellum,DNA_damage_tolerance_GO0006301,cell_death_GO0008219,1.1467263047153866,False
Dorsal skin,DNA_damage_tolerance_GO0006301,cell_death_GO0008219,0.04831341784453585,False
Extensor digitorum longus,DNA_damage_tolerance_GO0006301,cell_death_GO0008219,0.18050667276866528,False
Eye,DNA_damage_tolerance_GO0006301,cell_death_GO0008219,0.27980789396771133,False
