ComponentOrder,Group,Pathway,PathwayOrder,PathwayDisplay,ComponentOrderWithinPathway,RequestedComponent,MappingStatus,DisplayComponent,OfficialMouseSymbol,EnsemblID,MGI_ID,EntrezID,TissueYARNNormalizedLog2,TissueInputExpressionLog2,TissueSourceExpressionPlus1,MissionN,ObservedMissionN,AnalysisUnitN,FlightSampleN,TissueChinese,TissueLabel,TissueOrder,LookupMouseSymbol,GeneBiotype,Sheet,RowInSheet,PlotPathwayDisplay,PlotComponentOrder
69,Mammary gland,FA,8,FA,10,MHF1,reviewed teacher label/alias -> official mouse symbol,Ciao1,Ciao1,ENSMUSG00000003662,MGI:1346998,26371,10.4163575086886,10.6474645401109,1722.53936455428,1,1,2,10,乳腺,"Mammary gland
乳腺",15,Ciao1,protein_coding,SSB_others,40,FA,68
70,Mammary gland,FA,8,FA,11,MHF2,reviewed teacher label/alias -> official mouse symbol,Ciao2b,Ciao2b,ENSMUSG00000031879,MGI:1915773,68523,9.45464577960246,9.72535263752685,855.986253973883,1,1,2,10,乳腺,"Mammary gland
乳腺",15,Ciao2b,protein_coding,SSB_others,41,FA,69
71,Mammary gland,FA,8,FA,12,FAAP100,reviewed teacher label/alias -> official mouse symbol,Faap100,Faap100,ENSMUSG00000025384,MGI:1919135,71885,8.59024697855934,8.90667020651074,487.422007166526,1,1,2,10,乳腺,"Mammary gland
乳腺",15,Faap100,protein_coding,SSB_others,42,FA,70
72,Mammary gland,FA,8,FA,13,FAAP20,reviewed teacher label/alias -> official mouse symbol,Faap20,Faap20,ENSMUSG00000073684,MGI:1914763,67513,8.57513226092154,8.88847571598836,479.638118114365,1,1,2,10,乳腺,"Mammary gland
乳腺",15,Faap20,protein_coding,SSB_others,43,FA,71
73,Mammary gland,FA,8,FA,14,FAAP24,reviewed teacher label/alias -> official mouse symbol,Faap24,Faap24,ENSMUSG00000030493,MGI:2142208,101831,7.48850044085486,7.86937658700159,236.629793078727,1,1,2,10,乳腺,"Mammary gland
乳腺",15,Faap24,protein_coding,SSB_others,44,FA,72
74,Mammary gland,FA,8,FA,15,FANCD2,reviewed teacher label/alias -> official mouse symbol,Fancd2,Fancd2,ENSMUSG00000034023,MGI:2448480,211651,5.35756841109618,5.76694967519866,58.975253988382,1,1,2,10,乳腺,"Mammary gland
乳腺",15,Fancd2,protein_coding,SSB_others,45,FA,73
75,Mammary gland,FA,8,FA,16,FANCI,reviewed teacher label/alias -> official mouse symbol,Fanci,Fanci,ENSMUSG00000039187,MGI:2384790,208836,4.92653765702747,5.34815695569857,45.6210533702854,1,1,2,10,乳腺,"Mammary gland
乳腺",15,Fanci,protein_coding,SSB_others,46,FA,74
1,Soleus,NHEJ,1,NHEJ,1,DNA-PKcs,reviewed teacher label/alias -> official mouse symbol,Prkdc,Prkdc,ENSMUSG00000022672,MGI:104779,19090,9.43418737649482,9.11500401860603,689.957204710423,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Prkdc,protein_coding,DSB,1,NHEJ,1
2,Soleus,NHEJ,1,NHEJ,2,Ku70,reviewed teacher label/alias -> official mouse symbol,Xrcc6,Xrcc6,ENSMUSG00000022471,MGI:95606,14375,9.29710790639137,8.99952760941269,628.317088435246,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Xrcc6,protein_coding,DSB,2,NHEJ,2
3,Soleus,NHEJ,1,NHEJ,3,Ku80,reviewed teacher label/alias -> official mouse symbol,Xrcc5,Xrcc5,ENSMUSG00000026187,MGI:104517,22596,9.03657452029733,8.70625032144776,457.375307282349,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Xrcc5,protein_coding,DSB,3,NHEJ,3
4,Soleus,NHEJ,1,NHEJ,4,XLF,reviewed teacher label/alias -> official mouse symbol,Nhej1,Nhej1,ENSMUSG00000026162,MGI:1922820,75570,6.43365351200547,6.16610963015215,102.045779334768,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Nhej1,protein_coding,DSB,4,NHEJ,4
5,Soleus,NHEJ,1,NHEJ,5,PAXX,reviewed teacher label/alias -> official mouse symbol,Paxx,Paxx,ENSMUSG00000047617,MGI:2442831,227622,7.27799425351594,6.97476578968657,146.532834243747,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Paxx,protein_coding,DSB,5,NHEJ,5
6,Soleus,NHEJ,1,NHEJ,6,XRCC4,reviewed teacher label/alias -> official mouse symbol,Xrcc4,Xrcc4,ENSMUSG00000021615,MGI:1333799,108138,7.41126609608868,7.12787629972429,173.87483401302,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Xrcc4,protein_coding,DSB,6,NHEJ,6
7,Soleus,NHEJ,1,NHEJ,7,Ligase IV,reviewed teacher label/alias -> official mouse symbol,Lig4,Lig4,ENSMUSG00000049717,MGI:1335098,319583,7.96514075073277,7.64073224253753,244.210437589714,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Lig4,protein_coding,DSB,7,NHEJ,7
8,Soleus,HR,2,HR,1,PRA1,teacher PRA label interpreted as RPA subunit (RPA1/RPA2/RPA3),Rpa1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,10.5570937430302,10.2610973388123,1860.90619229735,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Rpa1,protein_coding,DSB,8,HR,8
9,Soleus,HR,2,HR,2,PRA2,teacher PRA label interpreted as RPA subunit (RPA1/RPA2/RPA3),Rpa2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,8.73433100424764,8.4089162887182,462.002544694314,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Rpa2,protein_coding,DSB,9,HR,9
10,Soleus,HR,2,HR,3,PRA3,teacher PRA label interpreted as RPA subunit (RPA1/RPA2/RPA3),Rpa3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,6.12331068130476,5.82316566423502,62.8885412961845,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Rpa3,protein_coding,DSB,10,HR,10
11,Soleus,HR,2,HR,4,BRCA1,reviewed teacher label/alias -> official mouse symbol,Brca1,Brca1,ENSMUSG00000017146,MGI:104537,12189,4.06042584174736,3.81339573027261,18.4254950991968,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Brca1,protein_coding,DSB,11,HR,11
12,Soleus,HR,2,HR,5,BRCA2,reviewed teacher label/alias -> official mouse symbol,Brca2,Brca2,ENSMUSG00000041147,MGI:109337,12190,6.91973170322792,6.58842059687445,104.852447454185,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Brca2,protein_coding,DSB,12,HR,12
13,Soleus,HR,2,HR,6,BARD1,reviewed teacher label/alias -> official mouse symbol,Bard1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,4.2832582741978,4.00976294229749,18.7947972231945,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Bard1,protein_coding,DSB,13,HR,13
14,Soleus,HR,2,HR,7,PALB2,reviewed teacher label/alias -> official mouse symbol,Palb2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,4.98865117608387,4.70296183228528,27.035605848921,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Palb2,protein_coding,DSB,14,HR,14
15,Soleus,HR,2,HR,8,BLM,reviewed teacher label/alias -> official mouse symbol,Blm,Blm,ENSMUSG00000030528,MGI:1328362,12144,6.62684367334905,6.30763258649522,87.0811464555599,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Blm,protein_coding,DSB,15,HR,15
16,Soleus,HR,2,HR,9,Rad51,reviewed teacher label/alias -> official mouse symbol,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,5.3008855991775,5.03224563367721,43.0282277492905,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Rad51,protein_coding,DSB,16,HR,16
17,Soleus,HR,2,HR,10,Rad54,reviewed teacher label/alias -> official mouse symbol,Rad54l,Rad54l,ENSMUSG00000028702,MGI:894697,19366,4.033033030538,3.79812104106475,17.7698078023961,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Rad54l,protein_coding,DSB,17,HR,17
23,Soleus,HR_A-EJ,3,HR–A-EJ,4,Exo1,reviewed teacher label/alias -> official mouse symbol,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,2.93250292105944,2.6386570194451,9.4362117515871,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Exo1,protein_coding,DSB,23,HR,18
24,Soleus,HR_A-EJ,3,HR–A-EJ,5,DNA2,reviewed teacher label/alias -> official mouse symbol,Dna2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,5.2449375665173,4.92969525218614,33.2128251439812,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Dna2,protein_coding,DSB,24,HR,19
18,Soleus,HR,2,HR,11,CtIp,reviewed teacher label/alias -> official mouse symbol,Rbbp8,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,7.57400871336554,7.24106120255239,165.466718221999,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Rbbp8,protein_coding,DSB,18,HR,20
19,Soleus,HR,2,HR,12,PolD1,reviewed teacher label/alias -> official mouse symbol,Pold1,Pold1,ENSMUSG00000038644,MGI:97741,18971,7.24863592819812,6.92843696926313,175.980308370965,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Pold1,protein_coding,DSB,19,HR,21
20,Soleus,HR_A-EJ,3,HR–A-EJ,1,MRE11,reviewed teacher label/alias -> official mouse symbol,Mre11a,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,8.79316861669925,8.45775655968768,400.098338924957,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Mre11a,protein_coding,DSB,20,HR–A-EJ,22
21,Soleus,HR_A-EJ,3,HR–A-EJ,2,Rad50,reviewed teacher label/alias -> official mouse symbol,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,8.74017150622794,8.43001361529039,401.10041669857,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Rad50,protein_coding,DSB,21,HR–A-EJ,23
22,Soleus,HR_A-EJ,3,HR–A-EJ,3,NBS1,reviewed teacher label/alias -> official mouse symbol,Nbn,Nbn,ENSMUSG00000028224,MGI:1351625,27354,9.63484785275473,9.3376057070936,785.372905652965,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Nbn,protein_coding,DSB,22,HR–A-EJ,24
25,Soleus,A-EJ,4,A-EJ,1,Parp1,reviewed teacher label/alias -> official mouse symbol,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,10.4265488825157,10.097400358883,1520.64965386845,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Parp1,protein_coding,DSB,25,A-EJ,25
26,Soleus,A-EJ,4,A-EJ,2,PolQ,reviewed teacher label/alias -> official mouse symbol,Polq,Polq,ENSMUSG00000034206,MGI:2155399,77782,7.25746477531146,7.00527003011593,216.35840329641,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Polq,protein_coding,DSB,26,A-EJ,26
27,Soleus,A-EJ,4,A-EJ,3,XRCC1,reviewed teacher label/alias -> official mouse symbol,Xrcc1,Xrcc1,ENSMUSG00000051768,MGI:99137,22594,8.35059494989514,8.02380360424361,325.737099034482,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Xrcc1,protein_coding,DSB,27,A-EJ,27
28,Soleus,A-EJ,4,A-EJ,4,Ligase I,reviewed teacher label/alias -> official mouse symbol,Lig1,Lig1,ENSMUSG00000056394,MGI:101789,16881,6.47850587883586,6.14842314826899,76.1469631330104,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Lig1,protein_coding,DSB,28,A-EJ,28
29,Soleus,A-EJ,4,A-EJ,5,Ligase III,reviewed teacher label/alias -> official mouse symbol,Lig3,Lig3,ENSMUSG00000020697,MGI:109152,16882,10.2695787528581,9.95152809494703,1184.57626322526,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Lig3,protein_coding,DSB,29,A-EJ,29
30,Soleus,BER,5,BER,1,UNG,reviewed teacher label/alias -> official mouse symbol,Ung,Ung,ENSMUSG00000029591,MGI:109352,22256,6.89995002179145,6.61697945043435,151.350116626456,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Ung,protein_coding,SSB_others,1,BER,30
31,Soleus,BER,5,BER,2,OGG1,reviewed teacher label/alias -> official mouse symbol,Ogg1,Ogg1,ENSMUSG00000030271,MGI:1097693,18294,6.34891137979726,6.05875117307503,80.4012370824128,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Ogg1,protein_coding,SSB_others,2,BER,31
32,Soleus,BER,5,BER,3,NEIL1,reviewed teacher label/alias -> official mouse symbol,Neil1,Neil1,ENSMUSG00000032298,MGI:1920024,72774,6.00221321155485,5.73755092267097,77.1528275604885,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Neil1,protein_coding,SSB_others,3,BER,32
34,Soleus,BER,5,BER,5,APE1,reviewed teacher label/alias -> official mouse symbol,Apex1,Apex1,ENSMUSG00000035960,MGI:88042,11792,9.13000903626788,8.81244987024573,499.382055391485,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Apex1,protein_coding,SSB_others,5,BER,33
35,Soleus,BER,5,BER,6,PNKP,reviewed teacher label/alias -> official mouse symbol,Pnkp,Pnkp,ENSMUSG00000002963,MGI:1891698,59047,8.61881042924497,8.32178349392105,438.422001282606,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Pnkp,protein_coding,SSB_others,6,BER,34
36,Soleus,BER,5,BER,7,FEN1,reviewed teacher label/alias -> official mouse symbol,Fen1,Fen1,ENSMUSG00000024742,MGI:102779,14156,7.17671053779453,6.84956239469083,151.193754698314,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Fen1,protein_coding,SSB_others,7,BER,35
37,Soleus,NER,6,NER,1,XPA,reviewed teacher label/alias -> official mouse symbol,Xpa,Xpa,ENSMUSG00000028329,MGI:99135,22590,7.23718574907123,6.97924292449528,178.913356952438,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Xpa,protein_coding,SSB_others,8,NER,36
38,Soleus,NER,6,NER,2,XPC,reviewed teacher label/alias -> official mouse symbol,Xpc,Xpc,ENSMUSG00000030094,MGI:103557,22591,8.64439007938277,8.36149392791099,416.105291731575,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Xpc,protein_coding,SSB_others,9,NER,37
39,Soleus,NER,6,NER,3,RAD23B,reviewed teacher label/alias -> official mouse symbol,Rad23b,Rad23b,ENSMUSG00000028426,MGI:105128,19359,12.5361778634821,12.2457056052275,5826.61371194046,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Rad23b,protein_coding,SSB_others,10,NER,38
40,Soleus,NER,6,NER,4,CETN2,reviewed teacher label/alias -> official mouse symbol,Cetn2,Cetn2,ENSMUSG00000031347,MGI:1347085,26370,8.55502273440743,8.33059959033058,496.573110370667,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Cetn2,protein_coding,SSB_others,11,NER,39
41,Soleus,NER,6,NER,5,CSA,reviewed teacher label/alias -> official mouse symbol,Ercc8,Ercc8,ENSMUSG00000021694,MGI:1919241,71991,7.42537611352132,7.09322495510264,141.206806189853,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Ercc8,protein_coding,SSB_others,12,NER,40
42,Soleus,NER,6,NER,6,CSB,reviewed teacher label/alias -> official mouse symbol,Ercc6,Ercc6,ENSMUSG00000054051,MGI:1100494,319955,8.58287609255506,8.29870712401903,379.728373628684,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Ercc6,protein_coding,SSB_others,13,NER,41
43,Soleus,NER,6,NER,7,DDB1,reviewed teacher label/alias -> official mouse symbol,Ddb1,Ddb1,ENSMUSG00000024740,MGI:1202384,13194,12.8762787140456,12.5062839252163,7016.61191401507,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Ddb1,protein_coding,SSB_others,14,NER,42
44,Soleus,NER,6,NER,8,DDB2,reviewed teacher label/alias -> official mouse symbol,Ddb2,Ddb2,ENSMUSG00000002109,MGI:1355314,107986,6.3156797665801,6.01860951012364,79.5712490122588,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Ddb2,protein_coding,SSB_others,15,NER,43
45,Soleus,NER,6,NER,9,XPB,reviewed teacher label/alias -> official mouse symbol,Ercc3,Ercc3,ENSMUSG00000024382,MGI:95414,13872,8.77774489075973,8.43800547008967,425.623365352565,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Ercc3,protein_coding,SSB_others,16,NER,44
46,Soleus,NER,6,NER,10,XPD,reviewed teacher label/alias -> official mouse symbol,Ercc2,Ercc2,ENSMUSG00000030400,MGI:95413,13871,7.85376007868033,7.52987027633324,254.237200715161,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Ercc2,protein_coding,SSB_others,17,NER,45
47,Soleus,NER,6,NER,11,p8,reviewed teacher label/alias -> official mouse symbol,Gtf2h5,Gtf2h5,ENSMUSG00000034345,MGI:107227,66467,9.37821979137138,9.0949305570364,682.450906602154,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Gtf2h5,protein_coding,SSB_others,18,NER,46
48,Soleus,NER,6,NER,12,p34,reviewed teacher label/alias -> official mouse symbol,Gtf2h3,Gtf2h3,ENSMUSG00000029387,MGI:1277143,209357,8.25937381521464,7.93241992559751,275.517829943289,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Gtf2h3,protein_coding,SSB_others,19,NER,47
49,Soleus,NER,6,NER,13,p44,reviewed teacher label/alias -> official mouse symbol,Gtf2h2,Gtf2h2,ENSMUSG00000021639,MGI:1345669,23894,8.28969931309382,7.95139654067131,267.232789860087,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Gtf2h2,protein_coding,SSB_others,20,NER,48
50,Soleus,NER,6,NER,14,p52,reviewed teacher label/alias -> official mouse symbol,Gtf2h4,Gtf2h4,ENSMUSG00000001524,MGI:1338799,14885,8.1298016348193,7.80316477527786,288.108473491244,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Gtf2h4,protein_coding,SSB_others,21,NER,49
51,Soleus,NER,6,NER,15,p62,reviewed teacher label/alias -> official mouse symbol,Gtf2h1,Gtf2h1,ENSMUSG00000006599,MGI:1277216,14884,9.54440267451924,9.24652806786651,678.038670761472,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Gtf2h1,protein_coding,SSB_others,22,NER,50
52,Soleus,NER,6,NER,16,ERCC1,reviewed teacher label/alias -> official mouse symbol,Ercc1,Ercc1,ENSMUSG00000003549,MGI:95412,13870,8.48798567410745,8.13822174136336,317.698048958449,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Ercc1,protein_coding,SSB_others,23,NER,51
53,Soleus,NER,6,NER,17,XPF,reviewed teacher label/alias -> official mouse symbol,Ercc4,Ercc4,ENSMUSG00000022545,MGI:1354163,50505,8.0681943894405,7.74044945380344,268.938182826165,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Ercc4,protein_coding,SSB_others,24,NER,52
54,Soleus,NER,6,NER,18,XPG,reviewed teacher label/alias -> official mouse symbol,Ercc5,Ercc5,ENSMUSG00000026048,MGI:103582,22592,9.70533975530941,9.42044083735375,838.312909171959,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Ercc5,protein_coding,SSB_others,25,NER,53
55,Soleus,MMR,7,MMR,1,MSH1,teacher label corrected to mammalian MLH1; no mouse Msh1 record,Mlh1,Mlh1,ENSMUSG00000032498,MGI:101938,17350,7.93146434368012,7.60495051639198,216.88815152178,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Mlh1,protein_coding,SSB_others,26,MMR,54
56,Soleus,MMR,7,MMR,2,MSH2,reviewed teacher label/alias -> official mouse symbol,Msh2,Msh2,ENSMUSG00000024151,MGI:101816,17685,8.8507067619589,8.55962111399487,511.342710953272,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Msh2,protein_coding,SSB_others,27,MMR,55
57,Soleus,MMR,7,MMR,3,MSH3,reviewed teacher label/alias -> official mouse symbol,Msh3,Msh3,ENSMUSG00000014850,MGI:109519,17686,8.97004275893684,8.71455172195793,611.793800115424,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Msh3,protein_coding,SSB_others,28,MMR,56
58,Soleus,MMR,7,MMR,4,MSH6,reviewed teacher label/alias -> official mouse symbol,Msh6,Msh6,ENSMUSG00000005370,MGI:1343961,17688,8.67298526250502,8.34044264420464,355.330049470861,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Msh6,protein_coding,SSB_others,29,MMR,57
59,Soleus,MMR,7,MMR,5,PMS2,reviewed teacher label/alias -> official mouse symbol,Pms2,Pms2,ENSMUSG00000079109,MGI:104288,18861,7.95408292935666,7.60750473202657,204.201796169416,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Pms2,protein_coding,SSB_others,30,MMR,58
60,Soleus,FA,8,FA,1,FANCA,reviewed teacher label/alias -> official mouse symbol,Fanca,Fanca,ENSMUSG00000032815,MGI:1341823,14087,3.03490716351898,2.76898135963042,11.2203105588175,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Fanca,protein_coding,SSB_others,31,FA,59
61,Soleus,FA,8,FA,2,FANCB,reviewed teacher label/alias -> official mouse symbol,Fancb,Fancb,ENSMUSG00000047757,MGI:2448558,237211,5.15442685048528,4.84753729860582,32.2108385963775,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Fancb,protein_coding,SSB_others,32,FA,60
62,Soleus,FA,8,FA,3,FANCC,reviewed teacher label/alias -> official mouse symbol,Fancc,Fancc,ENSMUSG00000021461,MGI:95480,14088,6.57902792077122,6.25962399767255,84.3532651097371,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Fancc,protein_coding,SSB_others,33,FA,61
63,Soleus,FA,8,FA,4,FANCE,reviewed teacher label/alias -> official mouse symbol,Fance,Fance,ENSMUSG00000007570,MGI:1920025,72775,7.37791419939811,7.06395229264815,177.697845557565,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Fance,protein_coding,SSB_others,34,FA,62
64,Soleus,FA,8,FA,5,FANCF,reviewed teacher label/alias -> official mouse symbol,Fancf,Fancf,ENSMUSG00000092118,MGI:3689889,100040608,5.30417610860158,5.02974137694041,41.8576946052568,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Fancf,protein_coding,SSB_others,35,FA,63
65,Soleus,FA,8,FA,6,FANCG,reviewed teacher label/alias -> official mouse symbol,Fancg,Fancg,ENSMUSG00000028453,MGI:1926471,60534,4.70769968155355,4.43619226465931,25.4832857164139,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Fancg,protein_coding,SSB_others,36,FA,64
66,Soleus,FA,8,FA,7,FANCL,reviewed teacher label/alias -> official mouse symbol,Fancl,Fancl,ENSMUSG00000004018,MGI:1914280,67030,5.78253590847612,5.4854345357979,49.8296249189933,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Fancl,protein_coding,SSB_others,37,FA,65
67,Soleus,FA,8,FA,8,FANCT,reviewed teacher label/alias -> official mouse symbol,Ube2t,Ube2t,ENSMUSG00000026429,MGI:1914446,67196,7.13014318298237,6.83983213346428,137.762117012109,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Ube2t,protein_coding,SSB_others,38,FA,66
68,Soleus,FA,8,FA,9,FANCM,reviewed teacher label/alias -> official mouse symbol,Fancm,Fancm,ENSMUSG00000055884,MGI:2442306,104806,7.21522942404961,6.89852391829376,144.140150652412,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Fancm,protein_coding,SSB_others,39,FA,67
69,Soleus,FA,8,FA,10,MHF1,reviewed teacher label/alias -> official mouse symbol,Ciao1,Ciao1,ENSMUSG00000003662,MGI:1346998,26371,9.70673086159501,9.41982323977193,915.703210129721,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Ciao1,protein_coding,SSB_others,40,FA,68
70,Soleus,FA,8,FA,11,MHF2,reviewed teacher label/alias -> official mouse symbol,Ciao2b,Ciao2b,ENSMUSG00000031879,MGI:1915773,68523,8.91648784442208,8.5840628310923,438.528280452512,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Ciao2b,protein_coding,SSB_others,41,FA,69
71,Soleus,FA,8,FA,12,FAAP100,reviewed teacher label/alias -> official mouse symbol,Faap100,Faap100,ENSMUSG00000025384,MGI:1919135,71885,7.81909404977809,7.4999190270197,278.028706178122,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Faap100,protein_coding,SSB_others,42,FA,70
72,Soleus,FA,8,FA,13,FAAP20,reviewed teacher label/alias -> official mouse symbol,Faap20,Faap20,ENSMUSG00000073684,MGI:1914763,67513,5.4680373465325,5.19698364129789,45.8781066740591,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Faap20,protein_coding,SSB_others,43,FA,71
73,Soleus,FA,8,FA,14,FAAP24,reviewed teacher label/alias -> official mouse symbol,Faap24,Faap24,ENSMUSG00000030493,MGI:2142208,101831,4.67859908528208,4.38361052674307,23.0356745095832,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Faap24,protein_coding,SSB_others,44,FA,72
74,Soleus,FA,8,FA,15,FANCD2,reviewed teacher label/alias -> official mouse symbol,Fancd2,Fancd2,ENSMUSG00000034023,MGI:2448480,211651,4.62303215976071,4.34625057785681,24.13799996452,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Fancd2,protein_coding,SSB_others,45,FA,73
75,Soleus,FA,8,FA,16,FANCI,reviewed teacher label/alias -> official mouse symbol,Fanci,Fanci,ENSMUSG00000039187,MGI:2384790,208836,2.5628052763057,2.3704427894716,6.8385669150715,3,3,3,18,比目鱼肌,"Soleus
比目鱼肌",16,Fanci,protein_coding,SSB_others,46,FA,74
1,Liver,NHEJ,1,NHEJ,1,DNA-PKcs,reviewed teacher label/alias -> official mouse symbol,Prkdc,Prkdc,ENSMUSG00000022672,MGI:104779,19090,9.02299960068454,8.8438905971372,729.786673077221,3,3,5,19,肝脏,"Liver
肝脏",17,Prkdc,protein_coding,DSB,1,NHEJ,1
2,Liver,NHEJ,1,NHEJ,2,Ku70,reviewed teacher label/alias -> official mouse symbol,Xrcc6,Xrcc6,ENSMUSG00000022471,MGI:95606,14375,8.88359916297793,8.71167272123235,456.659401483222,3,3,5,19,肝脏,"Liver
肝脏",17,Xrcc6,protein_coding,DSB,2,NHEJ,2
3,Liver,NHEJ,1,NHEJ,3,Ku80,reviewed teacher label/alias -> official mouse symbol,Xrcc5,Xrcc5,ENSMUSG00000026187,MGI:104517,22596,9.38656609845915,9.1964278242121,709.823406646867,3,3,5,19,肝脏,"Liver
肝脏",17,Xrcc5,protein_coding,DSB,3,NHEJ,3
4,Liver,NHEJ,1,NHEJ,4,XLF,reviewed teacher label/alias -> official mouse symbol,Nhej1,Nhej1,ENSMUSG00000026162,MGI:1922820,75570,6.40761918238377,6.15337184056341,73.3633986396358,3,3,5,19,肝脏,"Liver
肝脏",17,Nhej1,protein_coding,DSB,4,NHEJ,4
5,Liver,NHEJ,1,NHEJ,5,PAXX,reviewed teacher label/alias -> official mouse symbol,Paxx,Paxx,ENSMUSG00000047617,MGI:2442831,227622,8.83284077495276,8.60891755433419,522.904837293793,3,3,5,19,肝脏,"Liver
肝脏",17,Paxx,protein_coding,DSB,5,NHEJ,5
