ComponentOrder,Group,Pathway,PathwayOrder,PathwayDisplay,ComponentOrderWithinPathway,RequestedComponent,MappingStatus,DisplayComponent,OfficialMouseSymbol,EnsemblID,MGI_ID,EntrezID,TissueYARNNormalizedLog2,TissueInputExpressionLog2,TissueSourceExpressionPlus1,MissionN,ObservedMissionN,AnalysisUnitN,FlightSampleN,TissueChinese,TissueLabel,TissueOrder,LookupMouseSymbol,GeneBiotype,Sheet,RowInSheet,PlotPathwayDisplay,PlotComponentOrder
2,Heart,NHEJ,1,NHEJ,2,Ku70,reviewed teacher label/alias -> official mouse symbol,Xrcc6,Xrcc6,ENSMUSG00000022471,MGI:95606,14375,8.93490021780462,8.529802828885,371.512653349942,1,1,1,3,心脏,"Heart
心脏",8,Xrcc6,protein_coding,DSB,2,NHEJ,2
3,Heart,NHEJ,1,NHEJ,3,Ku80,reviewed teacher label/alias -> official mouse symbol,Xrcc5,Xrcc5,ENSMUSG00000026187,MGI:104517,22596,8.9546923746872,8.55903685013087,379.806190772914,1,1,1,3,心脏,"Heart
心脏",8,Xrcc5,protein_coding,DSB,3,NHEJ,3
4,Heart,NHEJ,1,NHEJ,4,XLF,reviewed teacher label/alias -> official mouse symbol,Nhej1,Nhej1,ENSMUSG00000026162,MGI:1922820,75570,5.81139997436668,5.44748399204089,43.9025352820057,1,1,1,3,心脏,"Heart
心脏",8,Nhej1,protein_coding,DSB,4,NHEJ,4
5,Heart,NHEJ,1,NHEJ,5,PAXX,reviewed teacher label/alias -> official mouse symbol,Paxx,Paxx,ENSMUSG00000047617,MGI:2442831,227622,6.82330070584607,6.46542210651888,89.3910194718645,1,1,1,3,心脏,"Heart
心脏",8,Paxx,protein_coding,DSB,5,NHEJ,5
6,Heart,NHEJ,1,NHEJ,6,XRCC4,reviewed teacher label/alias -> official mouse symbol,Xrcc4,Xrcc4,ENSMUSG00000021615,MGI:1333799,108138,7.57446837550844,7.2024613828505,151.634073704605,1,1,1,3,心脏,"Heart
心脏",8,Xrcc4,protein_coding,DSB,6,NHEJ,6
7,Heart,NHEJ,1,NHEJ,7,Ligase IV,reviewed teacher label/alias -> official mouse symbol,Lig4,Lig4,ENSMUSG00000049717,MGI:1335098,319583,7.48471022986953,7.11963592271219,139.129198567401,1,1,1,3,心脏,"Heart
心脏",8,Lig4,protein_coding,DSB,7,NHEJ,7
8,Heart,HR,2,HR,1,PRA1,teacher PRA label interpreted as RPA subunit (RPA1/RPA2/RPA3),Rpa1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,10.23997521925,9.80983757505661,901.155223965124,1,1,1,3,心脏,"Heart
心脏",8,Rpa1,protein_coding,DSB,8,HR,8
9,Heart,HR,2,HR,2,PRA2,teacher PRA label interpreted as RPA subunit (RPA1/RPA2/RPA3),Rpa2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,7.85577913826355,7.47795019636512,178.374655299501,1,1,1,3,心脏,"Heart
心脏",8,Rpa2,protein_coding,DSB,9,HR,9
10,Heart,HR,2,HR,3,PRA3,teacher PRA label interpreted as RPA subunit (RPA1/RPA2/RPA3),Rpa3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,7.08752535804409,6.72231196329563,107.752678605892,1,1,1,3,心脏,"Heart
心脏",8,Rpa3,protein_coding,DSB,10,HR,10
11,Heart,HR,2,HR,4,BRCA1,reviewed teacher label/alias -> official mouse symbol,Brca1,Brca1,ENSMUSG00000017146,MGI:104537,12189,3.50622644999842,3.17206229186315,9.7091864196965,1,1,1,3,心脏,"Heart
心脏",8,Brca1,protein_coding,DSB,11,HR,11
12,Heart,HR,2,HR,5,BRCA2,reviewed teacher label/alias -> official mouse symbol,Brca2,Brca2,ENSMUSG00000041147,MGI:109337,12190,5.65915353703417,5.29423975462918,40.4531155693966,1,1,1,3,心脏,"Heart
心脏",8,Brca2,protein_coding,DSB,12,HR,12
13,Heart,HR,2,HR,6,BARD1,reviewed teacher label/alias -> official mouse symbol,Bard1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,4.11138523859494,3.74790340149547,13.8116730602483,1,1,1,3,心脏,"Heart
心脏",8,Bard1,protein_coding,DSB,13,HR,13
14,Heart,HR,2,HR,7,PALB2,reviewed teacher label/alias -> official mouse symbol,Palb2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,3.97422729750047,3.5935731111168,12.4452802495451,1,1,1,3,心脏,"Heart
心脏",8,Palb2,protein_coding,DSB,14,HR,14
15,Heart,HR,2,HR,8,BLM,reviewed teacher label/alias -> official mouse symbol,Blm,Blm,ENSMUSG00000030528,MGI:1328362,12144,5.13626016799447,4.75770087291955,28.2910530536407,1,1,1,3,心脏,"Heart
心脏",8,Blm,protein_coding,DSB,15,HR,15
16,Heart,HR,2,HR,9,Rad51,reviewed teacher label/alias -> official mouse symbol,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,3.9016264641346,3.54134820583227,12.6909763176565,1,1,1,3,心脏,"Heart
心脏",8,Rad51,protein_coding,DSB,16,HR,16
17,Heart,HR,2,HR,10,Rad54,reviewed teacher label/alias -> official mouse symbol,Rad54l,Rad54l,ENSMUSG00000028702,MGI:894697,19366,2.81554135423612,2.43401155972516,6.20701234156753,1,1,1,3,心脏,"Heart
心脏",8,Rad54l,protein_coding,DSB,17,HR,17
23,Heart,HR_A-EJ,3,HR–A-EJ,4,Exo1,reviewed teacher label/alias -> official mouse symbol,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,2.3238705818033,2.01077022525442,5.50546624738522,1,1,1,3,心脏,"Heart
心脏",8,Exo1,protein_coding,DSB,23,HR,18
24,Heart,HR_A-EJ,3,HR–A-EJ,5,DNA2,reviewed teacher label/alias -> official mouse symbol,Dna2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,5.08043002031231,4.70022451877311,26.7528217145099,1,1,1,3,心脏,"Heart
心脏",8,Dna2,protein_coding,DSB,24,HR,19
18,Heart,HR,2,HR,11,CtIp,reviewed teacher label/alias -> official mouse symbol,Rbbp8,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,6.65700334991617,6.29223496318294,79.3676941379565,1,1,1,3,心脏,"Heart
心脏",8,Rbbp8,protein_coding,DSB,18,HR,20
19,Heart,HR,2,HR,12,PolD1,reviewed teacher label/alias -> official mouse symbol,Pold1,Pold1,ENSMUSG00000038644,MGI:97741,18971,7.10073260889,6.73668964996442,110.487951649035,1,1,1,3,心脏,"Heart
心脏",8,Pold1,protein_coding,DSB,19,HR,21
20,Heart,HR_A-EJ,3,HR–A-EJ,1,MRE11,reviewed teacher label/alias -> official mouse symbol,Mre11a,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,7.75576741656591,7.3818589363671,167.439980730385,1,1,1,3,心脏,"Heart
心脏",8,Mre11a,protein_coding,DSB,20,HR–A-EJ,22
21,Heart,HR_A-EJ,3,HR–A-EJ,2,Rad50,reviewed teacher label/alias -> official mouse symbol,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,8.0504332232733,7.67343381773709,204.684657683324,1,1,1,3,心脏,"Heart
心脏",8,Rad50,protein_coding,DSB,21,HR–A-EJ,23
22,Heart,HR_A-EJ,3,HR–A-EJ,3,NBS1,reviewed teacher label/alias -> official mouse symbol,Nbn,Nbn,ENSMUSG00000028224,MGI:1351625,27354,9.1693188547659,8.76338826725703,434.866539692426,1,1,1,3,心脏,"Heart
心脏",8,Nbn,protein_coding,DSB,22,HR–A-EJ,24
25,Heart,A-EJ,4,A-EJ,1,Parp1,reviewed teacher label/alias -> official mouse symbol,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,10.0442652972406,9.61515344918281,789.884206598959,1,1,1,3,心脏,"Heart
心脏",8,Parp1,protein_coding,DSB,25,A-EJ,25
26,Heart,A-EJ,4,A-EJ,2,PolQ,reviewed teacher label/alias -> official mouse symbol,Polq,Polq,ENSMUSG00000034206,MGI:2155399,77782,7.85756398233481,7.48312160922375,179.55434863954,1,1,1,3,心脏,"Heart
心脏",8,Polq,protein_coding,DSB,26,A-EJ,26
27,Heart,A-EJ,4,A-EJ,3,XRCC1,reviewed teacher label/alias -> official mouse symbol,Xrcc1,Xrcc1,ENSMUSG00000051768,MGI:99137,22594,8.05307574991129,7.66882755059024,205.799155011481,1,1,1,3,心脏,"Heart
心脏",8,Xrcc1,protein_coding,DSB,27,A-EJ,27
28,Heart,A-EJ,4,A-EJ,4,Ligase I,reviewed teacher label/alias -> official mouse symbol,Lig1,Lig1,ENSMUSG00000056394,MGI:101789,16881,5.81248502613758,5.45010384986691,43.7225298651965,1,1,1,3,心脏,"Heart
心脏",8,Lig1,protein_coding,DSB,28,A-EJ,28
29,Heart,A-EJ,4,A-EJ,5,Ligase III,reviewed teacher label/alias -> official mouse symbol,Lig3,Lig3,ENSMUSG00000020697,MGI:109152,16882,8.5971151657098,8.20591623060733,296.844094280959,1,1,1,3,心脏,"Heart
心脏",8,Lig3,protein_coding,DSB,29,A-EJ,29
30,Heart,BER,5,BER,1,UNG,reviewed teacher label/alias -> official mouse symbol,Ung,Ung,ENSMUSG00000029591,MGI:109352,22256,8.00967076820048,7.63124031651307,198.391226009141,1,1,1,3,心脏,"Heart
心脏",8,Ung,protein_coding,SSB_others,1,BER,30
31,Heart,BER,5,BER,2,OGG1,reviewed teacher label/alias -> official mouse symbol,Ogg1,Ogg1,ENSMUSG00000030271,MGI:1097693,18294,6.38357685314772,6.02951785860818,66.9321031593338,1,1,1,3,心脏,"Heart
心脏",8,Ogg1,protein_coding,SSB_others,2,BER,31
32,Heart,BER,5,BER,3,NEIL1,reviewed teacher label/alias -> official mouse symbol,Neil1,Neil1,ENSMUSG00000032298,MGI:1920024,72774,6.24001155664286,5.89085244793234,60.2710854873079,1,1,1,3,心脏,"Heart
心脏",8,Neil1,protein_coding,SSB_others,3,BER,32
34,Heart,BER,5,BER,5,APE1,reviewed teacher label/alias -> official mouse symbol,Apex1,Apex1,ENSMUSG00000035960,MGI:88042,11792,8.2730341236695,7.88206485440503,237.81724998072,1,1,1,3,心脏,"Heart
心脏",8,Apex1,protein_coding,SSB_others,5,BER,33
35,Heart,BER,5,BER,6,PNKP,reviewed teacher label/alias -> official mouse symbol,Pnkp,Pnkp,ENSMUSG00000002963,MGI:1891698,59047,8.02006652245521,7.64139166017318,200.773938089275,1,1,1,3,心脏,"Heart
心脏",8,Pnkp,protein_coding,SSB_others,6,BER,34
36,Heart,BER,5,BER,7,FEN1,reviewed teacher label/alias -> official mouse symbol,Fen1,Fen1,ENSMUSG00000024742,MGI:102779,14156,6.45359848366614,6.09301780996172,68.3279946314798,1,1,1,3,心脏,"Heart
心脏",8,Fen1,protein_coding,SSB_others,7,BER,35
37,Heart,NER,6,NER,1,XPA,reviewed teacher label/alias -> official mouse symbol,Xpa,Xpa,ENSMUSG00000028329,MGI:99135,22590,6.25713767108785,5.8975196924702,59.8205681642919,1,1,1,3,心脏,"Heart
心脏",8,Xpa,protein_coding,SSB_others,8,NER,36
38,Heart,NER,6,NER,2,XPC,reviewed teacher label/alias -> official mouse symbol,Xpc,Xpc,ENSMUSG00000030094,MGI:103557,22591,8.08549416708556,7.7097660129521,210.72789726038,1,1,1,3,心脏,"Heart
心脏",8,Xpc,protein_coding,SSB_others,9,NER,37
39,Heart,NER,6,NER,3,RAD23B,reviewed teacher label/alias -> official mouse symbol,Rad23b,Rad23b,ENSMUSG00000028426,MGI:105128,19359,11.1462163557511,10.7239803012938,1693.40219321867,1,1,1,3,心脏,"Heart
心脏",8,Rad23b,protein_coding,SSB_others,10,NER,38
40,Heart,NER,6,NER,4,CETN2,reviewed teacher label/alias -> official mouse symbol,Cetn2,Cetn2,ENSMUSG00000031347,MGI:1347085,26370,8.66400379199195,8.27184279790745,313.009360218965,1,1,1,3,心脏,"Heart
心脏",8,Cetn2,protein_coding,SSB_others,11,NER,39
41,Heart,NER,6,NER,5,CSA,reviewed teacher label/alias -> official mouse symbol,Ercc8,Ercc8,ENSMUSG00000021694,MGI:1919241,71991,6.12981682054257,5.76726292033956,55.3187444426022,1,1,1,3,心脏,"Heart
心脏",8,Ercc8,protein_coding,SSB_others,12,NER,40
